Latitude (decimal degrees): 39.470
Longitude (decimal degrees): -0.370
Elevation (m): 23.0
month,year
1,2006
2,2015
3,2020
4,2018
5,2005
6,2009
7,2011
8,2020
9,2011
10,2013
11,2008
12,2008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20081121:0900,11.0,76.25,207.0,133.4,161.0,312.35,2.21,320.0,102231.0
20081121:1000,12.58,70.3,281.0,146.08,216.0,319.9,2.07,330.0,102241.0
20081121:1100,13.75,66.2,198.0,10.0,193.0,329.7,2.0,356.0,102241.0
20081121:1200,14.5,65.3,390.0,314.03,231.0,333.0,2.21,30.0,102181.0
20081121:1300,14.83,64.9,349.0,295.66,212.0,344.55,2.28,53.0,102151.0
20081121:1400,14.85,65.3,188.0,56.14,167.0,339.15,1.93,67.0,102101.0
20081121:1500,14.83,66.2,122.0,69.5,105.0,331.65,1.59,78.0,102101.0
20081121:1600,14.36,71.0,40.0,119.46,30.0,315.05,1.03,101.0,102121.0
20081121:1700,13.49,78.7,0.0,-0.0,0.0,311.6,0.62,150.0,102171.0
20081121:1800,12.7,81.15,0.0,-0.0,0.0,318.35,0.83,237.0,102201.0
20081121:1900,10.69,91.6,0.0,-0.0,0.0,303.7,1.38,266.0,102241.0
20081121:2000,9.72,95.25,0.0,-0.0,0.0,302.15,1.66,279.0,102261.0
20081121:2100,9.39,96.8,0.0,-0.0,0.0,306.75,1.72,280.0,102271.0
20081121:2200,8.99,97.6,0.0,-0.0,0.0,297.5,1.86,280.0,102281.0
20081121:2300,8.84,96.65,0.0,-0.0,0.0,293.3,2.07,281.0,102291.0
20081122:0000,8.7,96.4,0.0,-0.0,0.0,295.6,2.14,279.0,102281.0
20081122:0100,8.61,94.85,0.0,-0.0,0.0,288.1,2.28,275.0,102251.0
20081122:0200,8.46,92.9,0.0,-0.0,0.0,286.35,2.48,274.0,102181.0
20081122:0300,8.3,91.3,0.0,-0.0,0.0,280.35,2.55,274.0,102171.0
20081122:0400,8.14,89.15,0.0,-0.0,0.0,274.55,2.69,278.0,102151.0
20081122:0500,7.93,87.35,0.0,-0.0,0.0,268.2,2.76,283.0,102151.0
20081122:0600,7.71,86.35,0.0,-0.0,0.0,269.75,2.9,282.0,102171.0
20081122:0700,7.2,85.1,0.0,0.0,0.0,274.2,3.24,277.0,102171.0
20081122:0800,7.71,81.5,166.0,532.34,58.0,277.25,3.24,274.0,102171.0
20081122:0900,9.31,75.35,319.0,709.24,77.0,286.7,3.31,272.0,102181.0
20081122:1000,11.74,66.85,426.0,736.29,101.0,280.15,3.03,276.0,102111.0
20081122:1100,14.27,57.2,492.0,783.28,103.0,267.8,2.83,275.0,102051.0
20081122:1200,16.08,50.0,508.0,832.8,89.0,274.0,2.83,276.0,101922.0
20081122:1300,17.36,45.75,453.0,777.51,95.0,279.4,2.41,278.0,101802.0
20081122:1400,18.06,43.85,349.0,705.25,87.0,281.3,1.79,278.0,101742.0
20081122:1500,18.19,46.25,209.0,602.43,63.0,282.3,1.1,237.0,101702.0
20081122:1600,17.08,54.25,51.0,317.85,25.0,284.0,1.72,196.0,101652.0
20081122:1700,14.77,63.1,0.0,-0.0,0.0,284.2,2.0,221.0,101642.0
20081122:1800,12.73,72.95,0.0,-0.0,0.0,283.25,2.21,256.0,101672.0
20081122:1900,12.19,74.55,0.0,-0.0,0.0,290.4,2.62,278.0,101672.0
20081122:2000,11.93,73.3,0.0,-0.0,0.0,283.65,3.03,283.0,101692.0
20081122:2100,12.01,72.1,0.0,-0.0,0.0,292.3,3.1,277.0,101712.0
20081122:2200,11.9,73.2,0.0,-0.0,0.0,296.15,3.03,270.0,101662.0
20081122:2300,11.8,74.55,0.0,-0.0,0.0,298.7,3.03,264.0,101632.0
20081123:0000,11.81,75.05,0.0,-0.0,0.0,306.95,3.1,259.0,101593.0
20081123:0100,11.66,75.7,0.0,-0.0,0.0,298.55,3.1,256.0,101563.0
20081123:0200,11.7,75.5,0.0,-0.0,0.0,304.65,3.17,250.0,101503.0
20081123:0300,11.63,75.3,0.0,-0.0,0.0,298.7,3.24,246.0,101443.0
20081123:0400,11.54,75.45,0.0,-0.0,0.0,300.6,3.1,242.0,101383.0
20081123:0500,11.24,76.65,0.0,-0.0,0.0,290.2,3.1,240.0,101383.0
20081123:0600,10.75,78.6,0.0,-0.0,0.0,285.95,3.17,238.0,101403.0
20081123:0700,10.57,81.05,0.0,0.0,0.0,282.65,3.17,235.0,101383.0
20081123:0800,11.25,78.55,162.0,516.68,59.0,293.3,3.24,237.0,101403.0
20081123:0900,13.44,71.75,310.0,666.36,85.0,298.65,3.03,245.0,101453.0
20081123:1000,15.78,63.9,429.0,778.7,88.0,304.05,3.03,246.0,101383.0
20081123:1100,17.46,57.15,494.0,810.89,94.0,314.5,3.31,253.0,101333.0
20081123:1200,18.48,51.9,496.0,783.99,104.0,311.8,3.24,260.0,101253.0
20081123:1300,19.16,49.35,450.0,775.76,95.0,311.6,3.03,264.0,101204.0
20081123:1400,19.46,48.4,346.0,704.6,86.0,307.75,2.83,265.0,101124.0
20081123:1500,19.26,51.4,206.0,587.0,65.0,311.8,2.34,266.0,101054.0
20081123:1600,18.12,54.5,49.0,312.5,24.0,301.0,2.34,276.0,101044.0
20081123:1700,16.2,57.75,0.0,-0.0,0.0,297.35,2.9,292.0,101044.0
20081123:1800,14.86,59.45,0.0,-0.0,0.0,295.8,2.97,291.0,101074.0
20081123:1900,14.44,66.8,0.0,-0.0,0.0,295.0,2.48,298.0,101124.0
20081123:2000,13.5,68.05,0.0,-0.0,0.0,294.45,2.34,284.0,101154.0
20081123:2100,12.5,71.3,0.0,-0.0,0.0,290.95,2.55,274.0,101204.0
20081123:2200,11.98,72.5,0.0,-0.0,0.0,296.0,2.69,278.0,101174.0
20081123:2300,11.73,72.9,0.0,-0.0,0.0,299.05,2.76,280.0,101214.0
20081124:0000,11.45,73.3,0.0,-0.0,0.0,298.5,2.83,277.0,101224.0
20081124:0100,11.25,73.2,0.0,-0.0,0.0,293.3,2.97,274.0,101233.0
20081124:0200,11.21,72.25,0.0,-0.0,0.0,304.85,2.9,271.0,101154.0
20081124:0300,11.13,72.1,0.0,-0.0,0.0,305.8,2.9,268.0,101144.0
20081124:0400,10.92,72.15,0.0,-0.0,0.0,295.4,3.03,265.0,101144.0
20081124:0500,10.81,71.7,0.0,-0.0,0.0,297.3,3.1,262.0,101154.0
20081124:0600,10.85,70.75,0.0,-0.0,0.0,301.2,3.1,260.0,101164.0
20081124:0700,10.17,75.25,0.0,0.0,0.0,283.05,2.97,260.0,101194.0
20081124:0800,10.83,73.95,158.0,515.64,57.0,285.55,2.97,254.0,101233.0
20081124:0900,12.77,67.65,306.0,664.36,84.0,283.25,2.9,252.0,101253.0
20081124:1000,14.8,58.8,423.0,761.82,92.0,281.15,3.1,251.0,101233.0
20081124:1100,16.15,51.7,485.0,779.55,103.0,284.8,3.03,261.0,101174.0
20081124:1200,17.14,47.65,484.0,738.46,117.0,283.45,2.28,274.0,101114.0
20081124:1300,17.72,45.25,425.0,650.71,129.0,288.45,1.31,287.0,101034.0
20081124:1400,17.94,44.0,342.0,687.38,90.0,291.75,0.0,211.0,101014.0
20081124:1500,17.64,47.25,201.0,562.64,67.0,290.75,1.45,131.0,101004.0
20081124:1600,16.22,57.05,48.0,293.73,25.0,291.35,2.34,131.0,101034.0
20081124:1700,14.61,63.65,0.0,-0.0,0.0,293.45,2.34,139.0,101054.0
20081124:1800,13.57,68.85,0.0,-0.0,0.0,296.35,1.79,156.0,101074.0
20081124:1900,12.52,75.85,0.0,-0.0,0.0,290.2,1.24,198.0,101084.0
20081124:2000,10.6,84.65,0.0,-0.0,0.0,283.65,1.66,232.0,101044.0
20081124:2100,9.46,89.1,0.0,-0.0,0.0,279.4,1.93,247.0,100934.0
20081124:2200,9.14,89.55,0.0,-0.0,0.0,279.0,2.28,259.0,100904.0
20081124:2300,9.2,86.0,0.0,-0.0,0.0,277.45,2.69,249.0,100815.0
20081125:0000,9.5,78.35,0.0,-0.0,0.0,274.2,3.17,250.0,100685.0
20081125:0100,10.17,69.05,0.0,-0.0,0.0,271.55,3.66,253.0,100595.0
20081125:0200,10.78,64.45,0.0,-0.0,0.0,270.9,4.28,255.0,100496.0
20081125:0300,11.23,63.05,0.0,-0.0,0.0,268.0,4.69,262.0,100446.0
20081125:0400,11.58,62.3,0.0,-0.0,0.0,270.5,4.83,269.0,100266.0
20081125:0500,11.71,62.95,0.0,-0.0,0.0,272.85,4.34,267.0,100176.0
20081125:0600,11.45,65.45,0.0,-0.0,0.0,269.75,3.93,254.0,100057.0
20081125:0700,11.37,66.35,0.0,0.0,0.0,269.95,4.55,252.0,100047.0
20081125:0800,11.71,66.15,164.0,628.74,43.0,271.5,4.55,250.0,100017.0
20081125:0900,12.79,63.75,275.0,480.76,116.0,274.95,3.93,245.0,100027.0
20081125:1000,14.01,56.3,410.0,702.79,107.0,273.8,4.9,253.0,99977.0
20081125:1100,15.22,49.6,476.0,747.67,112.0,280.55,5.66,272.0,99887.0
20081125:1200,16.27,42.7,481.0,736.77,117.0,287.9,5.93,281.0,99827.0
20081125:1300,16.63,39.45,371.0,411.27,185.0,285.55,5.93,290.0,99718.0
20081125:1400,16.44,41.35,335.0,661.51,94.0,294.25,5.45,287.0,99688.0
20081125:1500,15.77,40.5,175.0,355.59,91.0,298.5,5.52,289.0,99678.0
20081125:1600,14.59,43.95,49.0,338.93,23.0,291.55,5.45,292.0,99688.0
20081125:1700,13.46,47.45,0.0,-0.0,0.0,287.7,5.52,288.0,99738.0
20081125:1800,12.42,51.3,0.0,-0.0,0.0,275.55,5.66,282.0,99787.0
20081125:1900,12.09,57.95,0.0,-0.0,0.0,290.6,4.62,279.0,99827.0
20081125:2000,11.38,60.8,0.0,-0.0,0.0,286.9,4.69,277.0,99847.0
20081125:2100,10.87,61.9,0.0,-0.0,0.0,276.1,4.48,278.0,99867.0
20081125:2200,10.37,62.35,0.0,-0.0,0.0,262.6,4.28,280.0,99917.0
20081125:2300,9.92,62.15,0.0,-0.0,0.0,257.4,4.14,282.0,99917.0
20081126:0000,9.47,62.1,0.0,-0.0,0.0,250.65,4.14,283.0,99967.0
20081126:0100,9.17,61.65,0.0,-0.0,0.0,249.35,4.14,283.0,100007.0
20081126:0200,8.98,61.2,0.0,-0.0,0.0,248.9,4.21,283.0,100047.0
20081126:0300,8.85,60.7,0.0,-0.0,0.0,255.5,4.28,282.0,100087.0
20081126:0400,8.67,60.1,0.0,-0.0,0.0,248.75,4.48,279.0,100107.0
20081126:0500,8.47,58.2,0.0,-0.0,0.0,242.75,4.62,283.0,100156.0
20081126:0600,8.33,56.2,0.0,-0.0,0.0,240.25,4.62,288.0,100216.0
20081126:0700,8.19,55.5,0.0,0.0,0.0,237.55,4.14,291.0,100316.0
20081126:0800,8.4,56.0,148.0,470.69,59.0,237.15,3.59,291.0,100456.0
20081126:0900,9.43,47.7,297.0,647.6,85.0,242.75,3.66,295.0,100575.0
20081126:1000,10.64,41.2,413.0,743.22,95.0,242.35,3.86,314.0,100605.0
20081126:1100,11.79,37.95,480.0,791.73,97.0,246.6,3.38,331.0,100635.0
20081126:1200,12.7,35.4,484.0,765.46,108.0,248.55,2.9,349.0,100635.0
20081126:1300,13.24,33.15,426.0,687.09,117.0,250.45,2.69,16.0,100665.0
20081126:1400,13.42,32.0,335.0,671.02,92.0,249.7,2.48,35.0,100695.0
20081126:1500,13.3,32.45,181.0,413.82,84.0,250.65,2.14,47.0,100765.0
20081126:1600,12.61,41.85,30.0,66.46,25.0,254.5,1.66,76.0,100825.0
20081126:1700,11.13,56.95,0.0,-0.0,0.0,256.85,1.24,73.0,100924.0
20081126:1800,11.27,54.1,0.0,-0.0,0.0,248.9,0.83,11.0,101024.0
20081126:1900,8.38,57.2,0.0,-0.0,0.0,247.95,3.03,333.0,101144.0
20081126:2000,8.15,50.5,0.0,-0.0,0.0,254.5,3.31,327.0,101273.0
20081126:2100,7.48,48.65,0.0,-0.0,0.0,242.55,2.9,317.0,101373.0
20081126:2200,6.87,47.35,0.0,-0.0,0.0,242.15,2.76,306.0,101453.0
20081126:2300,6.16,49.35,0.0,-0.0,0.0,233.3,2.69,299.0,101493.0
20081127:0000,5.69,51.5,0.0,-0.0,0.0,242.35,2.76,298.0,101523.0
20081127:0100,5.19,54.65,0.0,-0.0,0.0,240.3,2.83,300.0,101573.0
20081127:0200,4.88,57.8,0.0,-0.0,0.0,249.9,2.83,300.0,101593.0
20081127:0300,4.56,62.15,0.0,-0.0,0.0,246.4,2.83,298.0,101622.0
20081127:0400,4.27,66.95,0.0,-0.0,0.0,242.55,2.76,299.0,101632.0
20081127:0500,4.22,69.85,0.0,-0.0,0.0,253.15,2.62,302.0,101672.0
20081127:0600,4.35,71.15,0.0,-0.0,0.0,265.9,2.55,303.0,101702.0
20081127:0700,5.39,69.15,0.0,0.0,0.0,307.35,2.41,312.0,101762.0
20081127:0800,5.88,68.35,74.0,26.91,69.0,313.15,2.62,318.0,101832.0
20081127:0900,6.56,67.5,188.0,117.26,150.0,327.8,2.76,328.0,101882.0
20081127:1000,7.72,64.0,175.0,14.13,169.0,322.8,2.69,346.0,101962.0
20081127:1100,8.67,64.25,210.0,20.8,200.0,329.35,2.62,12.0,101971.0
20081127:1200,9.52,64.95,115.0,0.0,115.0,326.05,2.69,35.0,101932.0
20081127:1300,10.49,61.15,205.0,29.06,192.0,311.8,3.45,56.0,101902.0
20081127:1400,10.94,60.35,204.0,99.99,168.0,299.85,3.86,63.0,101882.0
20081127:1500,10.79,60.75,116.0,68.76,100.0,300.2,3.86,63.0,101852.0
20081127:1600,10.53,62.65,39.0,176.03,26.0,298.3,3.52,60.0,101902.0
20081127:1700,10.04,65.8,0.0,-0.0,0.0,297.9,3.17,56.0,101922.0
20081127:1800,9.56,69.2,0.0,-0.0,0.0,283.65,2.9,50.0,101962.0
20081127:1900,9.5,70.65,0.0,-0.0,0.0,280.15,2.9,49.0,102011.0
20081127:2000,9.32,71.35,0.0,-0.0,0.0,279.8,3.1,42.0,102051.0
20081127:2100,9.02,72.05,0.0,-0.0,0.0,275.9,3.31,35.0,102051.0
20081127:2200,8.85,71.5,0.0,-0.0,0.0,278.45,3.31,29.0,102011.0
20081127:2300,8.62,70.95,0.0,-0.0,0.0,276.5,3.31,24.0,102011.0
20081128:0000,8.33,71.2,0.0,-0.0,0.0,281.15,3.17,19.0,101952.0
20081128:0100,8.0,71.95,0.0,-0.0,0.0,276.95,3.03,16.0,101942.0
20081128:0200,7.6,73.85,0.0,-0.0,0.0,272.05,2.97,10.0,101932.0
20081128:0300,7.32,73.1,0.0,-0.0,0.0,272.65,3.17,7.0,101902.0
20081128:0400,7.19,70.95,0.0,-0.0,0.0,277.25,3.52,6.0,101902.0
20081128:0500,7.12,68.75,0.0,-0.0,0.0,279.6,3.59,5.0,101822.0
20081128:0600,6.92,68.25,0.0,-0.0,0.0,270.35,3.52,1.0,101812.0
20081128:0700,7.16,67.25,0.0,0.0,0.0,286.9,3.45,2.0,101792.0
20081128:0800,7.31,66.15,143.0,476.64,56.0,279.8,3.52,358.0,101812.0
20081128:0900,8.31,60.85,290.0,642.07,84.0,280.75,3.66,2.0,101822.0
20081128:1000,9.14,59.35,399.0,697.42,105.0,279.95,4.62,14.0,101762.0
20081128:1100,9.92,57.0,450.0,663.42,133.0,291.55,5.03,23.0,101692.0
20081128:1200,10.38,54.05,260.0,63.81,229.0,287.1,5.17,29.0,101553.0
20081128:1300,10.73,52.7,414.0,647.24,126.0,291.15,5.17,33.0,101413.0
20081128:1400,10.86,52.45,332.0,681.41,88.0,297.3,4.97,35.0,101353.0
20081128:1500,10.72,53.65,194.0,558.29,65.0,299.45,4.55,34.0,101293.0
20081128:1600,10.44,56.05,41.0,234.22,24.0,302.35,3.93,28.0,101253.0
20081128:1700,9.98,59.35,0.0,-0.0,0.0,300.8,3.31,17.0,101214.0
20081128:1800,9.65,60.8,0.0,-0.0,0.0,299.65,3.03,360.0,101184.0
20081128:1900,8.91,63.5,0.0,-0.0,0.0,266.65,2.21,329.0,101174.0
20081128:2000,7.87,70.45,0.0,-0.0,0.0,263.0,2.41,302.0,101144.0
20081128:2100,6.93,76.65,0.0,-0.0,0.0,253.15,2.55,291.0,101064.0
20081128:2200,6.26,80.65,0.0,-0.0,0.0,248.15,2.62,286.0,101054.0
20081128:2300,5.66,81.9,0.0,-0.0,0.0,242.35,2.76,286.0,100984.0
20081129:0000,5.09,80.95,0.0,-0.0,0.0,239.85,3.03,288.0,100884.0
20081129:0100,4.6,77.85,0.0,-0.0,0.0,238.15,3.24,289.0,100825.0
20081129:0200,4.28,74.35,0.0,-0.0,0.0,235.6,3.31,287.0,100725.0
20081129:0300,4.03,71.7,0.0,-0.0,0.0,233.9,3.38,281.0,100675.0
20081129:0400,4.02,67.95,0.0,-0.0,0.0,232.35,3.66,277.0,100625.0
20081129:0500,4.19,64.95,0.0,-0.0,0.0,231.2,3.93,276.0,100575.0
20081129:0600,4.55,62.05,0.0,-0.0,0.0,233.3,4.28,279.0,100555.0
20081129:0700,4.69,61.55,0.0,0.0,0.0,232.35,4.28,282.0,100555.0
20081129:0800,5.34,59.6,152.0,624.5,40.0,234.65,4.41,282.0,100555.0
20081129:0900,6.84,53.9,288.0,651.6,81.0,236.8,4.69,281.0,100555.0
20081129:1000,8.58,48.2,401.0,723.97,98.0,238.9,5.24,280.0,100476.0
20081129:1100,10.13,43.6,465.0,757.89,105.0,242.0,5.59,279.0,100386.0
20081129:1200,11.41,39.9,475.0,761.49,107.0,245.25,5.79,278.0,100306.0
20081129:1300,12.26,37.9,433.0,767.94,93.0,247.55,5.93,276.0,100186.0
20081129:1400,12.66,37.15,332.0,693.41,85.0,250.65,5.86,273.0,100127.0
20081129:1500,12.46,40.15,189.0,522.74,69.0,252.6,5.24,266.0,100117.0
20081129:1600,11.58,42.45,45.0,364.05,19.0,252.95,5.1,262.0,100156.0
20081129:1700,10.49,43.55,0.0,-0.0,0.0,252.0,5.38,265.0,100186.0
20081129:1800,9.94,45.05,0.0,-0.0,0.0,254.9,5.38,270.0,100236.0
20081129:1900,9.65,48.1,0.0,-0.0,0.0,256.45,5.45,273.0,100266.0
20081129:2000,9.47,52.2,0.0,-0.0,0.0,258.0,5.45,275.0,100256.0
20081129:2100,9.33,57.1,0.0,-0.0,0.0,252.4,4.9,276.0,100246.0
20081129:2200,9.21,62.05,0.0,-0.0,0.0,252.95,4.21,267.0,100276.0
20081129:2300,9.02,67.1,0.0,-0.0,0.0,252.0,3.45,252.0,100206.0
20081130:0000,8.87,70.75,0.0,-0.0,0.0,264.55,2.83,228.0,100156.0
20081130:0100,8.48,75.45,0.0,-0.0,0.0,266.9,2.62,203.0,100047.0
20081130:0200,8.47,77.05,0.0,-0.0,0.0,295.4,2.41,198.0,99937.0
20081130:0300,8.42,77.55,0.0,-0.0,0.0,302.15,2.41,196.0,99887.0
20081130:0400,8.13,79.9,0.0,-0.0,0.0,297.7,2.14,186.0,99748.0
20081130:0500,8.01,80.95,0.0,-0.0,0.0,299.65,2.07,189.0,99608.0
20081130:0600,7.48,83.6,0.0,-0.0,0.0,287.1,1.79,213.0,99518.0
20081130:0700,7.3,86.4,0.0,0.0,0.0,304.25,1.72,227.0,99428.0
20081130:0800,8.63,81.45,67.0,22.7,63.0,305.8,2.97,239.0,99478.0
20081130:0900,10.34,77.2,124.0,15.89,119.0,299.45,4.28,241.0,99488.0
20081130:1000,11.58,64.75,151.0,4.81,149.0,268.0,5.72,251.0,99578.0
20081130:1100,12.21,53.7,406.0,480.66,179.0,258.2,7.1,261.0,99568.0
20081130:1200,12.73,45.8,438.0,588.59,155.0,259.15,7.45,264.0,99568.0
20081130:1300,12.88,41.9,381.0,501.56,160.0,255.65,7.59,265.0,99498.0
20081130:1400,13.03,39.05,180.0,59.25,159.0,258.35,7.38,263.0,99518.0
20081130:1500,12.58,40.95,178.0,433.9,79.0,257.8,6.62,259.0,99518.0
20081130:1600,10.73,46.78,29.0,85.27,23.0,246.57,7.32,254.0,99578.0
20081130:1700,10.48,48.31,0.0,-0.0,0.0,247.29,7.07,252.0,99668.0
20081130:1800,10.24,49.84,0.0,-0.0,0.0,248.01,6.81,251.0,99738.0
20081130:1900,10.0,51.37,0.0,-0.0,0.0,248.72,6.56,251.0,99807.0
20081130:2000,9.75,52.89,0.0,-0.0,0.0,249.44,6.31,252.0,99867.0
20081130:2100,9.51,54.42,0.0,-0.0,0.0,250.15,6.06,254.0,99867.0
20081130:2200,9.27,55.95,0.0,-0.0,0.0,250.87,5.81,255.0,99927.0
20081130:2300,9.02,57.48,0.0,-0.0,0.0,251.59,5.56,254.0,99907.0
20081201:0000,8.78,59.01,0.0,-0.0,0.0,252.3,5.31,254.0,99927.0
20081201:0100,8.53,60.54,0.0,-0.0,0.0,253.02,5.05,253.0,99937.0
20081201:0200,8.29,62.06,0.0,-0.0,0.0,253.73,4.8,255.0,99897.0
20081201:0300,8.05,63.59,0.0,-0.0,0.0,254.45,4.55,261.0,99877.0
20081201:0400,7.8,65.12,0.0,-0.0,0.0,255.17,4.3,254.0,99907.0
20081201:0500,7.56,66.65,0.0,-0.0,0.0,255.88,4.05,242.0,99837.0
20081201:0600,7.31,68.18,0.0,-0.0,0.0,256.6,3.8,224.0,99897.0
20081201:0700,7.07,69.71,0.0,0.0,0.0,257.31,3.54,232.0,99877.0
20081201:0800,7.68,71.6,81.0,63.52,70.0,282.5,2.28,235.0,99907.0
20081201:0900,8.4,67.55,150.0,48.14,135.0,279.0,2.28,247.0,99907.0
20081201:1000,9.22,62.9,234.0,92.07,196.0,285.2,2.69,262.0,99917.0
20081201:1100,10.07,57.1,147.0,0.0,147.0,289.6,3.52,276.0,99837.0
20081201:1200,10.83,50.2,90.0,0.0,90.0,296.95,3.93,280.0,99817.0
20081201:1300,11.43,45.1,214.0,43.32,195.0,296.75,4.14,278.0,99787.0
20081201:1400,11.5,45.2,330.0,705.77,81.0,299.85,4.48,275.0,99817.0
20081201:1500,11.39,46.45,84.0,13.22,81.0,289.6,4.97,270.0,99877.0
20081201:1600,10.78,48.05,30.0,86.44,24.0,253.15,5.31,266.0,99947.0
20081201:1700,9.89,48.45,0.0,-0.0,0.0,246.8,5.59,271.0,100067.0
20081201:1800,9.37,48.4,0.0,-0.0,0.0,245.65,5.66,274.0,100196.0
20081201:1900,8.88,50.75,0.0,-0.0,0.0,242.95,5.93,270.0,100276.0
20081201:2000,8.57,52.5,0.0,-0.0,0.0,241.0,6.14,269.0,100336.0
20081201:2100,8.29,53.25,0.0,-0.0,0.0,240.45,6.41,271.0,100386.0
20081201:2200,8.0,53.4,0.0,-0.0,0.0,240.05,6.48,272.0,100416.0
20081201:2300,7.75,53.55,0.0,-0.0,0.0,238.7,6.48,272.0,100466.0
20081202:0000,7.47,54.25,0.0,-0.0,0.0,236.6,6.41,274.0,100486.0
20081202:0100,7.18,55.75,0.0,-0.0,0.0,235.45,6.21,275.0,100496.0
20081202:0200,6.91,58.15,0.0,-0.0,0.0,232.9,5.93,275.0,100476.0
20081202:0300,6.65,60.8,0.0,-0.0,0.0,232.35,5.59,272.0,100505.0
20081202:0400,6.44,63.4,0.0,-0.0,0.0,232.55,5.31,269.0,100486.0
20081202:0500,6.32,65.4,0.0,-0.0,0.0,232.35,5.03,267.0,100496.0
20081202:0600,6.2,66.65,0.0,-0.0,0.0,232.35,4.69,265.0,100545.0
20081202:0700,6.02,70.85,0.0,0.0,0.0,233.3,3.79,252.0,100575.0
20081202:0800,6.37,69.15,140.0,581.71,41.0,234.1,4.07,251.0,100635.0
20081202:0900,7.65,62.2,287.0,715.97,66.0,236.8,4.28,254.0,100645.0
20081202:1000,9.25,51.95,393.0,729.38,94.0,246.2,5.72,268.0,100695.0
20081202:1100,10.58,43.55,272.0,96.34,227.0,260.5,6.34,275.0,100635.0
20081202:1200,11.23,39.9,250.0,56.7,223.0,276.5,6.0,275.0,100595.0
20081202:1300,11.22,41.4,300.0,208.37,209.0,274.95,5.45,268.0,100545.0
20081202:1400,10.82,44.05,290.0,455.49,130.0,269.0,5.31,263.0,100535.0
20081202:1500,10.43,46.55,131.0,137.35,100.0,264.35,5.31,264.0,100525.0
20081202:1600,9.75,51.05,25.0,43.75,22.0,259.55,4.97,263.0,100575.0
20081202:1700,8.76,55.35,0.0,-0.0,0.0,254.15,4.9,263.0,100635.0
20081202:1800,8.1,59.05,0.0,-0.0,0.0,249.7,5.03,266.0,100685.0
20081202:1900,7.62,61.05,0.0,-0.0,0.0,245.65,4.97,269.0,100725.0
20081202:2000,7.16,63.3,0.0,-0.0,0.0,240.8,5.1,272.0,100765.0
20081202:2100,6.75,65.25,0.0,-0.0,0.0,238.3,5.17,275.0,100785.0
20081202:2200,6.4,66.75,0.0,-0.0,0.0,235.8,5.1,279.0,100845.0
20081202:2300,6.13,68.05,0.0,-0.0,0.0,235.8,4.76,280.0,100855.0
20081203:0000,5.82,71.05,0.0,-0.0,0.0,235.05,4.07,278.0,100845.0
20081203:0100,5.6,71.8,0.0,-0.0,0.0,234.9,3.86,276.0,100845.0
20081203:0200,5.35,72.4,0.0,-0.0,0.0,233.3,3.59,271.0,100845.0
20081203:0300,5.12,73.25,0.0,-0.0,0.0,234.25,3.52,269.0,100865.0
20081203:0400,4.9,73.9,0.0,-0.0,0.0,232.35,3.59,274.0,100874.0
20081203:0500,4.79,74.15,0.0,-0.0,0.0,233.9,3.52,281.0,100884.0
20081203:0600,4.77,74.45,0.0,-0.0,0.0,239.85,3.1,288.0,100954.0
20081203:0700,4.95,74.3,0.0,0.0,0.0,247.95,2.69,290.0,101034.0
20081203:0800,5.36,76.15,39.0,0.0,39.0,253.35,2.14,291.0,101134.0
20081203:0900,7.09,70.2,197.0,183.11,141.0,254.7,1.93,290.0,101253.0
20081203:1000,8.97,59.65,396.0,771.03,82.0,269.35,1.86,293.0,101343.0
20081203:1100,10.24,52.75,473.0,869.5,69.0,274.55,1.93,316.0,101353.0
20081203:1200,11.32,46.45,494.0,940.78,48.0,275.75,2.48,348.0,101393.0
20081203:1300,11.98,41.55,447.0,915.11,49.0,267.8,2.34,352.0,101413.0
20081203:1400,12.65,37.55,349.0,880.4,41.0,269.15,1.79,351.0,101423.0
20081203:1500,12.85,35.9,201.0,703.35,43.0,251.25,1.03,1.0,101443.0
20081203:1600,12.3,43.85,43.0,368.51,18.0,253.55,0.14,116.0,101503.0
20081203:1700,10.21,49.75,0.0,-0.0,0.0,247.95,1.03,281.0,101602.0
20081203:1800,6.99,69.05,0.0,-0.0,0.0,245.65,2.34,291.0,101712.0
20081203:1900,7.01,58.7,0.0,-0.0,0.0,244.5,3.03,286.0,101762.0
20081203:2000,6.94,58.2,0.0,-0.0,0.0,241.8,3.17,273.0,101782.0
20081203:2100,6.88,56.6,0.0,-0.0,0.0,239.65,3.45,269.0,101792.0
20081203:2200,6.81,54.95,0.0,-0.0,0.0,238.3,3.66,270.0,101842.0
20081203:2300,6.71,54.45,0.0,-0.0,0.0,237.55,3.52,270.0,101822.0
20081204:0000,6.45,56.15,0.0,-0.0,0.0,237.15,3.45,262.0,101762.0
20081204:0100,6.12,56.95,0.0,-0.0,0.0,238.55,3.59,258.0,101732.0
20081204:0200,6.01,57.2,0.0,-0.0,0.0,243.9,3.66,258.0,101702.0
20081204:0300,6.12,56.55,0.0,-0.0,0.0,253.55,3.86,261.0,101702.0
20081204:0400,6.4,55.0,0.0,-0.0,0.0,262.6,4.07,263.0,101652.0
20081204:0500,6.71,53.85,0.0,-0.0,0.0,267.25,4.21,263.0,101602.0
20081204:0600,6.96,53.35,0.0,-0.0,0.0,272.25,4.55,263.0,101533.0
