Latitude (decimal degrees):	37.779
Longitude (decimal degrees):	-122.420
Elevation (m):	19
Radiation database:	PVGIS-NSRDB


Slope: 0 deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150227:1900,652.52,774.69,39.97,14.4,8.0,0.0
20150227:2000,626.09,741.22,43.56,14.45,8.41,0.0
20150227:2100,632.35,746.95,43.08,14.28,8.97,0.0
20150227:2200,667.7,786.92,38.62,14.05,9.59,0.0
20150227:2300,704.15,828.09,31.12,13.68,9.72,0.0
20150228:0000,691.74,809.83,21.84,13.23,9.59,0.0
20150228:0100,552.92,640.17,11.07,12.65,9.38,0.0
20150228:0200,0.0,0.0,0.0,11.91,8.9,0.0
20150228:0300,0.0,0.0,0.0,11.37,8.48,0.0
20150228:0400,0.0,0.0,0.0,11.0,8.0,0.0
20150228:0500,0.0,0.0,0.0,10.72,7.45,0.0
20150228:0600,0.0,0.0,0.0,10.57,7.03,0.0
20150228:0700,0.0,0.0,0.0,10.71,7.24,0.0
20150228:0800,0.0,0.0,0.0,10.52,6.76,0.0
20150228:0900,0.0,0.0,0.0,10.31,6.34,0.0
20150228:1000,0.0,0.0,0.0,10.12,6.14,0.0
20150228:1100,0.0,0.0,0.0,9.97,5.72,0.0
20150228:1200,0.0,0.0,0.0,9.84,5.24,0.0
20150228:1300,0.0,0.0,0.0,9.83,4.62,0.0
20150228:1400,0.0,0.0,0.0,9.54,4.48,0.0
20150228:1500,1.2,8.52,2.37,9.53,3.72,0.0
20150228:1600,615.59,730.78,13.71,9.98,3.17,0.0
20150228:1700,685.92,831.6,24.25,10.87,2.69,0.0
20150228:1800,670.64,825.06,33.41,11.5,1.86,0.0
20150228:1900,629.58,781.17,40.33,12.54,1.38,0.0
20150228:2000,603.19,747.07,43.94,13.2,1.45,0.0
20150228:2100,608.14,752.04,43.44,13.51,1.72,0.0
20150228:2200,637.27,790.61,38.95,13.6,1.79,0.0
20150228:2300,565.77,692.82,31.4,13.68,2.0,0.0
20150301:0000,586.8,719.96,22.09,13.58,1.72,0.0
20150301:0100,533.49,645.44,11.29,13.33,2.0,0.0
20150301:0200,0.0,0.0,0.0,12.78,3.52,0.0
20150301:0300,0.0,0.0,0.0,11.52,4.07,0.0
20150301:0400,0.0,0.0,0.0,11.15,3.1,0.0
20150301:0500,0.0,0.0,0.0,10.83,2.28,0.0
20150301:0600,0.0,0.0,0.0,10.13,1.93,0.0
20150301:0700,0.0,0.0,0.0,9.82,1.38,0.0
20150301:0800,0.0,0.0,0.0,9.79,1.31,0.0
20150301:0900,0.0,0.0,0.0,9.08,1.52,0.0
20150301:1000,0.0,0.0,0.0,8.36,1.72,0.0
20150301:1100,0.0,0.0,0.0,8.23,1.72,0.0
20150301:1200,0.0,0.0,0.0,9.06,1.38,0.0
20150301:1300,0.0,0.0,0.0,10.03,1.03,0.0
20150301:1400,0.0,0.0,0.0,9.9,0.97,0.0
20150301:1500,1.43,9.03,2.64,9.84,0.97,0.0
20150301:1600,607.4,741.29,13.99,9.87,0.97,0.0
20150301:1700,680.01,841.76,24.56,11.81,1.59,0.0
20150301:1800,673.05,834.57,33.75,12.67,1.79,0.0
20150301:1900,643.59,789.95,40.7,13.48,2.62,0.0
20150301:2000,611.46,755.96,44.33,14.37,2.07,0.0
20150301:2100,607.87,760.23,43.81,15.07,1.52,0.0
20150301:2200,641.41,799.3,39.27,15.46,2.21,0.0
20150301:2300,677.87,838.08,31.68,15.49,3.1,0.0
20150302:0000,671.5,820.03,22.33,15.22,3.86,0.0
20150302:0100,553.14,658.67,11.5,14.4,4.76,0.0
20150302:0200,0.0,0.0,0.0,13.13,4.83,0.0
20150302:0300,0.0,0.0,0.0,12.14,4.34,0.0
20150302:0400,0.0,0.0,0.0,11.57,3.72,0.0
20150302:0500,0.0,0.0,0.0,11.16,3.24,0.0
20150302:0600,0.0,0.0,0.0,10.74,2.9,0.0
20150302:0700,0.0,0.0,0.0,9.98,2.0,0.0
20150302:0800,0.0,0.0,0.0,9.36,2.07,0.0
20150302:0900,0.0,0.0,0.0,9.2,2.41,0.0
20150302:1000,0.0,0.0,0.0,9.3,2.76,0.0
20150302:1100,0.0,0.0,0.0,9.04,2.55,0.0
20150302:1200,0.0,0.0,0.0,9.17,2.69,0.0
20150302:1300,0.0,0.0,0.0,9.53,3.24,0.0
20150302:1400,0.0,0.0,0.0,9.97,3.59,0.0
20150302:1500,0.0,4.95,2.91,10.13,3.52,0.0
20150302:1600,34.48,55.61,14.28,10.7,3.86,0.0
20150302:1700,343.14,406.25,24.87,11.21,3.72,0.0
20150302:1800,278.24,335.62,34.09,11.5,3.45,0.0
20150302:1900,284.59,346.65,41.07,12.2,3.17,0.0
20150302:2000,512.41,618.88,44.71,12.58,3.1,0.0
20150302:2100,627.29,764.31,44.17,13.09,2.9,0.0
20150302:2200,152.62,195.57,39.6,13.12,2.48,0.0
20150302:2300,679.68,841.58,31.96,13.12,2.07,0.0
20150303:0000,1.89,10.02,22.57,13.07,1.31,0.0
20150303:0100,536.95,663.63,11.72,13.07,0.48,0.0
20150303:0200,0.0,0.0,0.0,12.81,0.62,0.0
20150303:0300,0.0,0.0,0.0,12.31,0.55,0.0
20150303:0400,0.0,0.0,0.0,12.4,0.48,0.0
20150303:0500,0.0,0.0,0.0,12.15,0.83,0.0
20150303:0600,0.0,0.0,0.0,11.2,1.17,0.0
20150303:0700,0.0,0.0,0.0,11.75,1.03,0.0
20150303:0800,0.0,0.0,0.0,10.2,1.38,0.0
20150303:0900,0.0,0.0,0.0,8.68,1.86,0.0
20150303:1000,0.0,0.0,0.0,8.34,1.93,0.0
20150303:1100,0.0,0.0,0.0,9.46,1.45,0.0
20150303:1200,0.0,0.0,0.0,10.34,0.9,0.0
20150303:1300,0.0,0.0,0.0,10.14,0.83,0.0
20150303:1400,0.0,0.0,0.0,9.94,0.69,0.0
20150303:1500,252.19,300.31,3.19,9.82,0.62,0.0
20150303:1600,617.68,758.64,14.58,10.21,0.83,0.0
20150303:1700,685.16,857.48,25.19,11.92,1.1,0.0
20150303:1800,680.61,848.91,34.44,13.29,1.72,0.0
20150303:1900,634.95,806.28,41.45,13.34,0.48,0.0
20150303:2000,615.09,771.69,45.1,14.23,1.1,0.0
20150303:2100,627.27,776.65,44.54,14.74,2.28,0.0
20150303:2200,663.95,814.15,39.93,14.95,3.59,0.0
20150303:2300,697.27,851.49,32.24,14.75,4.14,0.0
20150304:0000,386.56,461.07,22.81,14.32,4.34,0.0
20150304:0100,69.65,97.27,11.93,13.51,4.55,0.0
20150304:0200,0.0,0.0,0.0,12.42,4.34,0.0
20150304:0300,0.0,0.0,0.0,11.58,4.0,0.0
20150304:0400,0.0,0.0,0.0,11.08,3.59,0.0
20150304:0500,0.0,0.0,0.0,10.72,2.97,0.0
20150304:0600,0.0,0.0,0.0,10.16,2.34,0.0
20150304:0700,0.0,0.0,0.0,10.32,1.38,0.0
20150304:0800,0.0,0.0,0.0,11.14,1.1,0.0
20150304:0900,0.0,0.0,0.0,11.17,0.62,0.0
20150304:1000,0.0,0.0,0.0,10.91,0.28,0.0
20150304:1100,0.0,0.0,0.0,10.73,0.76,0.0
20150304:1200,0.0,0.0,0.0,10.48,1.17,0.0
20150304:1300,0.0,0.0,0.0,10.31,1.17,0.0
20150304:1400,0.0,0.0,0.0,10.24,0.9,0.0
20150304:1500,282.56,336.76,3.47,10.16,0.34,0.0
20150304:1600,622.23,776.35,14.87,10.39,0.21,0.0
20150304:1700,681.19,867.05,25.5,11.84,0.34,0.0
20150304:1800,672.71,858.13,34.78,13.54,0.62,0.0
20150304:1900,635.61,813.79,41.82,13.88,0.28,0.0
20150304:2000,614.94,780.55,45.48,14.9,0.69,0.0
20150304:2100,624.42,784.87,44.91,15.57,1.52,0.0
20150304:2200,656.99,824.1,40.25,15.88,2.07,0.0
20150304:2300,688.07,864.7,32.52,15.95,2.21,0.0
20150305:0000,678.52,849.11,23.05,15.79,2.21,1.0
20150305:0100,564.89,694.18,12.14,15.33,1.93,0.0
20150305:0200,0.0,0.0,0.0,14.39,1.79,0.0
20150305:0300,0.0,0.0,0.0,13.39,1.72,0.0
20150305:0400,0.0,0.0,0.0,12.15,2.0,0.0
20150305:0500,0.0,0.0,0.0,11.14,2.28,0.0
20150305:0600,0.0,0.0,0.0,10.33,2.21,0.0
20150305:0700,0.0,0.0,0.0,9.94,1.93,0.0
20150305:0800,0.0,0.0,0.0,9.98,1.66,0.0
20150305:0900,0.0,0.0,0.0,9.72,1.66,0.0
20150305:1000,0.0,0.0,0.0,9.08,1.72,0.0
20150305:1100,0.0,0.0,0.0,8.56,1.86,0.0
20150305:1200,0.0,0.0,0.0,7.74,2.0,0.0
20150305:1300,0.0,0.0,0.0,7.4,2.14,0.0
20150305:1400,0.0,0.0,0.0,7.12,2.14,0.0
20150305:1500,320.39,371.17,3.75,7.24,2.21,0.0
20150305:1600,664.55,795.69,15.17,8.62,2.41,0.0
20150305:1700,720.49,883.13,25.82,11.11,2.41,0.0
20150305:1800,703.63,871.77,35.13,14.05,2.69,0.0
20150305:1900,668.05,827.04,42.2,15.6,3.1,0.0
20150305:2000,633.42,792.44,45.87,17.13,2.48,1.0
20150305:2100,624.87,797.23,45.28,18.09,1.45,0.0
20150305:2200,645.39,836.45,40.58,18.59,0.97,0.0
20150305:2300,675.67,874.58,32.8,18.8,1.31,0.0
20150306:0000,669.24,857.6,23.29,18.72,1.66,0.0
20150306:0100,565.69,706.32,12.36,18.14,1.86,0.0
20150306:0200,0.0,0.0,0.0,16.93,2.34,0.0
20150306:0300,0.0,0.0,0.0,15.41,2.62,0.0
20150306:0400,0.0,0.0,0.0,14.04,2.62,0.0
20150306:0500,0.0,0.0,0.0,12.73,2.34,0.0
20150306:0600,0.0,0.0,0.0,11.49,2.07,0.0
20150306:0700,0.0,0.0,0.0,10.6,1.93,0.0
20150306:0800,0.0,0.0,0.0,9.85,2.07,0.0
20150306:0900,0.0,0.0,0.0,9.35,2.07,0.0
20150306:1000,0.0,0.0,0.0,9.51,1.79,0.0
20150306:1100,0.0,0.0,0.0,10.76,1.31,0.0
20150306:1200,0.0,0.0,0.0,11.19,1.1,0.0
20150306:1300,0.0,0.0,0.0,11.02,1.24,0.0
20150306:1400,0.0,0.0,0.0,8.62,1.59,0.0
20150306:1500,347.42,402.05,4.04,6.56,1.79,0.0
20150306:1600,681.05,828.46,15.47,8.71,1.59,0.0
20150306:1700,727.45,909.45,26.15,11.85,1.59,0.0
20150306:1800,704.28,894.22,35.48,15.43,1.66,0.0
20150306:1900,677.67,847.12,42.58,16.34,2.76,0.0
20150306:2000,645.88,811.4,46.26,17.9,2.62,0.0
20150306:2100,647.93,814.75,45.65,18.76,2.97,0.0
20150306:2200,681.82,853.68,40.9,19.0,3.86,0.0
20150306:2300,715.61,891.02,33.08,18.8,4.62,0.0
20150307:0000,708.98,876.18,23.53,18.19,4.83,0.0
20150307:0100,595.97,723.42,12.57,17.09,4.55,0.0
20150307:0200,0.0,0.0,0.0,15.5,4.0,0.0
20150307:0300,0.0,0.0,0.0,14.21,3.52,0.0
20150307:0400,0.0,0.0,0.0,13.31,2.97,0.0
20150307:0500,0.0,0.0,0.0,12.18,2.28,0.0
20150307:0600,0.0,0.0,0.0,11.06,1.72,0.0
20150307:0700,0.0,0.0,0.0,10.29,1.86,0.0
20150307:0800,0.0,0.0,0.0,9.94,1.86,0.0
20150307:0900,0.0,0.0,0.0,10.21,1.59,0.0
20150307:1000,0.0,0.0,0.0,11.75,1.1,0.0
20150307:1100,0.0,0.0,0.0,11.07,0.62,0.0
20150307:1200,0.0,0.0,0.0,10.45,0.34,0.0
20150307:1300,0.0,0.0,0.0,10.11,0.55,0.0
20150307:1400,0.0,0.0,0.0,9.84,0.76,0.0
20150307:1500,347.52,408.34,4.33,8.68,1.1,0.0
20150307:1600,655.13,801.38,15.77,10.0,1.38,0.0
20150307:1700,715.04,888.6,26.47,11.27,1.59,0.0
20150307:1800,697.02,878.01,35.84,13.84,1.52,0.0
20150307:1900,659.85,833.9,42.96,16.54,1.86,0.0
20150307:2000,632.52,801.06,46.66,18.26,2.0,0.0
20150307:2100,635.09,805.47,46.02,19.29,2.34,0.0
20150307:2200,665.28,842.93,41.23,19.65,2.9,0.0
20150307:2300,694.74,879.85,33.35,19.64,3.17,0.0
20150308:0000,684.87,862.66,23.76,19.37,3.24,0.0
20150308:0100,577.81,712.19,12.77,18.6,3.38,0.0
20150308:0200,0.0,0.0,0.0,16.87,3.93,0.0
20150308:0300,0.0,0.0,0.0,15.13,3.93,0.0
20150308:0400,0.0,0.0,0.0,14.02,3.86,0.0
20150308:0500,0.0,0.0,0.0,13.24,3.59,0.0
20150308:0600,0.0,0.0,0.0,12.58,3.1,0.0
20150308:0700,0.0,0.0,0.0,12.19,2.97,0.0
20150308:0800,0.0,0.0,0.0,11.49,2.69,0.0
20150308:0900,0.0,0.0,0.0,10.76,2.07,0.0
20150308:1000,0.0,0.0,0.0,10.16,1.24,0.0
20150308:1100,0.0,0.0,0.0,10.9,0.34,0.0
20150308:1200,0.0,0.0,0.0,10.82,0.41,0.0
20150308:1300,0.0,0.0,0.0,10.67,0.34,0.0
20150308:1400,0.0,0.0,0.0,10.12,1.03,0.0
20150308:1500,366.29,431.48,4.61,10.28,1.79,0.0
20150308:1600,135.43,170.94,16.07,10.54,1.86,0.0
20150308:1700,485.13,584.34,26.8,11.01,1.45,0.0
20150308:1800,603.94,749.03,36.19,11.98,0.97,0.0
20150308:1900,659.27,835.62,43.35,12.73,0.62,0.0
20150308:2000,633.68,803.85,47.05,14.49,0.76,0.0
20150308:2100,643.89,808.57,46.39,15.92,1.86,0.0
20150308:2200,680.55,845.63,41.55,16.7,3.38,0.0
20150308:2300,712.17,880.21,33.63,16.8,4.21,0.0
20150309:0000,702.82,861.89,24.0,16.34,4.48,0.0
20150309:0100,589.04,708.84,12.98,15.45,4.48,0.0
20150309:0200,0.13,6.05,1.38,14.14,4.28,0.0
20150309:0300,0.0,0.0,0.0,13.03,4.28,0.0
20150309:0400,0.0,0.0,0.0,12.38,4.21,0.0
20150309:0500,0.0,0.0,0.0,12.03,3.52,0.0
20150309:0600,0.0,0.0,0.0,11.66,2.69,0.0
20150309:0700,0.0,0.0,0.0,11.38,3.66,0.0
20150309:0800,0.0,0.0,0.0,11.41,4.07,0.0
20150309:0900,0.0,0.0,0.0,11.36,4.0,0.0
20150309:1000,0.0,0.0,0.0,11.23,3.66,0.0
20150309:1100,0.0,0.0,0.0,11.12,3.03,0.0
20150309:1200,0.0,0.0,0.0,10.84,2.0,0.0
20150309:1300,0.0,0.0,0.0,10.66,1.31,0.0
20150309:1400,0.0,0.0,0.0,10.4,1.03,0.0
20150309:1500,17.31,33.09,4.91,10.28,0.97,0.0
20150309:1600,348.52,416.19,16.38,11.0,1.17,0.0
20150309:1700,549.2,671.51,27.12,11.69,1.1,0.0
20150309:1800,480.01,591.45,36.55,12.79,0.76,0.0
20150309:1900,626.09,780.71,43.73,13.74,1.45,0.0
20150309:2000,643.94,798.57,47.45,15.02,2.34,0.0
20150309:2100,648.17,803.43,46.77,15.73,2.76,0.0
20150309:2200,674.94,839.84,41.88,16.08,2.9,0.0
20150309:2300,642.94,801.18,33.9,16.27,2.41,0.0
20150310:0000,684.5,853.77,24.23,16.47,2.76,0.0
20150310:0100,581.65,703.33,13.19,15.63,3.86,0.0
20150310:0200,0.5,7.01,1.57,13.98,3.38,0.0
20150310:0300,0.0,0.0,0.0,12.86,2.21,0.0
20150310:0400,0.0,0.0,0.0,12.33,1.66,0.0
20150310:0500,0.0,0.0,0.0,11.42,1.24,0.0
20150310:0600,0.0,0.0,0.0,11.98,0.48,0.0
20150310:0700,0.0,0.0,0.0,11.56,0.41,0.0
20150310:0800,0.0,0.0,0.0,11.15,0.83,0.0
20150310:0900,0.0,0.0,0.0,9.13,1.45,0.0
20150310:1000,0.0,0.0,0.0,10.13,0.97,0.0
20150310:1100,0.0,0.0,0.0,10.3,0.21,0.0
20150310:1200,0.0,0.0,0.0,9.26,0.83,0.0
20150310:1300,0.0,0.0,0.0,9.39,0.9,0.0
20150310:1400,0.0,0.0,0.0,9.43,0.48,0.0
20150310:1500,0.0,1.91,5.2,9.55,0.41,0.0
20150310:1600,41.97,64.76,16.68,9.81,0.28,0.0
20150310:1700,74.61,103.86,27.45,10.74,0.76,0.0
20150310:1800,336.28,411.16,36.91,12.31,0.83,0.0
20150310:1900,420.67,523.6,44.12,15.01,0.97,0.0
20150310:2000,252.76,320.43,47.84,16.95,1.17,0.0
20150310:2100,396.39,488.83,47.14,17.14,3.86,0.0
20150310:2200,217.27,272.28,42.2,15.7,4.07,0.0
20150310:2300,225.23,278.69,34.17,14.5,3.59,0.0
20150311:0000,119.72,156.39,24.46,13.64,2.97,0.0
20150311:0100,32.31,53.48,13.39,13.29,2.97,0.0
20150311:0200,0.0,2.81,1.76,12.91,3.31,0.0
20150311:0300,0.0,0.0,0.0,12.47,3.31,0.0
20150311:0400,0.0,0.0,0.0,12.18,2.69,0.0
20150311:0500,0.0,0.0,0.0,12.03,1.93,0.0
20150311:0600,0.0,0.0,0.0,12.0,2.14,0.0
20150311:0700,0.0,0.0,0.0,11.73,2.69,0.0
20150311:0800,0.0,0.0,0.0,11.8,2.14,0.0
20150311:0900,0.0,0.0,0.0,11.95,3.17,0.0
20150311:1000,0.0,0.0,0.0,12.08,3.31,0.0
20150311:1100,0.0,0.0,0.0,12.09,3.03,0.0
20150311:1200,0.0,0.0,0.0,12.06,2.21,0.0
20150311:1300,0.0,0.0,0.0,11.92,1.38,0.0
20150311:1400,0.0,0.0,0.0,12.48,0.34,0.0
20150311:1500,355.16,422.56,5.49,12.19,1.72,0.0
20150311:1600,620.26,756.7,16.99,12.51,2.0,0.0
20150311:1700,686.53,847.11,27.78,12.94,2.21,0.0
20150311:1800,681.04,844.13,37.27,13.68,2.21,0.0
20150311:1900,304.57,375.01,44.51,15.05,3.24,0.0
20150311:2000,221.89,279.42,48.24,16.22,3.59,0.0
20150311:2100,537.1,659.23,47.51,16.43,3.66,0.0
20150311:2200,418.43,511.62,42.52,16.39,3.86,0.0
20150311:2300,322.03,392.78,34.44,15.96,3.86,0.0
20150312:0000,680.38,838.1,24.69,15.42,3.24,0.0
20150312:0100,567.89,693.08,13.6,15.09,2.41,0.0
20150312:0200,0.32,6.58,1.95,14.55,1.45,0.0
20150312:0300,0.0,0.0,0.0,13.99,0.83,0.0
20150312:0400,0.0,0.0,0.0,13.76,0.48,0.0
20150312:0500,0.0,0.0,0.0,13.53,0.48,0.0
20150312:0600,0.0,0.0,0.0,13.32,0.76,0.0
20150312:0700,0.0,0.0,0.0,12.21,1.03,0.0
20150312:0800,0.0,0.0,0.0,11.86,1.1,0.0
20150312:0900,0.0,0.0,0.0,10.6,1.59,0.0
20150312:1000,0.0,0.0,0.0,10.24,2.14,0.0
20150312:1100,0.0,0.0,0.0,10.53,2.62,0.0
20150312:1200,0.0,0.0,0.0,10.6,2.62,0.0
20150312:1300,0.0,0.0,0.0,10.61,2.55,0.0
20150312:1400,0.0,0.0,0.0,10.6,2.62,0.0
20150312:1500,48.85,71.59,5.79,10.64,2.55,0.0
20150312:1600,412.15,491.18,17.3,12.24,2.28,0.0
20150312:1700,710.45,884.89,28.11,13.83,2.21,0.0
20150312:1800,611.48,755.91,37.63,15.49,2.55,0.0
20150312:1900,646.07,806.17,44.89,16.9,2.76,0.0
20150312:2000,603.21,746.23,48.64,17.68,3.59,1.0
20150312:2100,589.7,729.58,47.88,18.17,3.93,0.0
20150312:2200,597.48,737.43,42.84,18.4,4.34,0.0
20150312:2300,600.42,736.29,34.71,18.14,4.69,0.0
20150313:0000,645.55,790.11,24.92,17.49,4.55,0.0
20150313:0100,590.84,716.57,13.8,16.55,4.21,0.0
20150313:0200,1.55,9.42,2.14,15.29,3.45,0.0
20150313:0300,0.0,0.0,0.0,14.25,3.24,0.0
20150313:0400,0.0,0.0,0.0,13.56,3.45,0.0
20150313:0500,0.0,0.0,0.0,12.96,3.72,0.0
20150313:0600,0.0,0.0,0.0,12.54,3.52,0.0
20150313:0700,0.0,0.0,0.0,12.71,2.34,0.0
20150313:0800,0.0,0.0,0.0,12.09,2.14,0.0
20150313:0900,0.0,0.0,0.0,11.89,1.24,0.0
20150313:1000,0.0,0.0,0.0,12.71,0.55,0.0
20150313:1100,0.0,0.0,0.0,10.89,1.45,0.0
20150313:1200,0.0,0.0,0.0,12.32,1.03,0.0
20150313:1300,0.0,0.0,0.0,12.01,1.03,0.0
20150313:1400,0.0,0.0,0.0,11.68,0.76,0.0
20150313:1500,48.19,70.63,6.09,9.5,1.31,0.0
20150313:1600,422.41,504.46,17.61,11.49,1.66,0.0
20150313:1700,670.41,833.71,28.45,12.34,1.38,0.0
20150313:1800,689.2,876.23,37.99,14.09,1.03,0.0
20150313:1900,625.77,789.59,45.28,16.51,1.66,0.0
20150313:2000,575.65,729.69,49.04,18.38,1.66,0.0
20150313:2100,509.75,656.59,48.25,19.65,0.69,0.0
20150313:2200,222.07,283.87,43.16,19.77,3.03,0.0
20150313:2300,271.89,338.67,34.98,18.73,3.79,0.0
20150314:0000,74.69,106.48,25.15,17.72,4.28,0.0
20150314:0100,30.97,52.38,14.0,16.34,4.14,0.0
20150314:0200,0.0,3.78,2.33,15.23,2.14,0.0
20150314:0300,0.0,0.0,0.0,14.76,1.45,0.0
20150314:0400,0.0,0.0,0.0,14.28,1.52,0.0
20150314:0500,0.0,0.0,0.0,13.86,1.03,0.0
20150314:0600,0.0,0.0,0.0,13.31,0.9,0.0
20150314:0700,0.0,0.0,0.0,13.66,0.76,0.0
20150314:0800,0.0,0.0,0.0,13.39,0.97,0.0
20150314:0900,0.0,0.0,0.0,14.03,0.48,0.0
20150314:1000,0.0,0.0,0.0,13.97,0.21,0.0
20150314:1100,0.0,0.0,0.0,13.75,0.48,0.0
20150314:1200,0.0,0.0,0.0,12.72,1.03,0.0
20150314:1300,0.0,0.0,0.0,12.76,1.03,0.0
20150314:1400,0.0,0.0,0.0,11.45,1.38,0.0
20150314:1500,403.33,479.97,6.39,11.37,1.45,0.0
20150314:1600,629.41,784.56,17.93,13.5,1.1,0.0
20150314:1700,677.65,865.87,28.78,15.42,0.97,0.0
20150314:1800,422.76,524.51,38.35,17.73,2.14,0.0
20150314:1900,386.94,485.89,45.68,18.44,1.79,0.0
20150314:2000,368.88,466.32,49.44,20.61,2.69,0.0
20150314:2100,508.52,656.36,48.62,22.2,1.45,0.0
20150314:2200,638.06,831.99,43.48,22.1,1.52,0.0
20150314:2300,653.01,830.08,35.25,21.35,3.1,0.0
20150315:0000,422.48,522.62,25.37,20.23,3.03,0.0
20150315:0100,211.23,264.9,14.2,18.81,1.72,0.0
20150315:0200,0.33,6.63,2.52,16.98,0.69,0.0
20150315:0300,0.0,0.0,0.0,15.4,0.97,0.0
20150315:0400,0.0,0.0,0.0,16.02,1.45,0.0
20150315:0500,0.0,0.0,0.0,16.1,1.86,0.0
20150315:0600,0.0,0.0,0.0,15.79,2.34,0.0
20150315:0700,0.0,0.0,0.0,15.47,2.83,0.0
20150315:0800,0.0,0.0,0.0,15.0,2.97,0.0
20150315:0900,0.0,0.0,0.0,14.45,2.97,0.0
20150315:1000,0.0,0.0,0.0,14.25,3.38,0.0
20150315:1100,0.0,0.0,0.0,14.0,3.38,0.0
20150315:1200,0.0,0.0,0.0,13.71,3.1,0.0
20150315:1300,0.0,0.0,0.0,13.49,2.97,0.0
20150315:1400,0.0,0.0,0.0,13.21,2.9,0.0
20150315:1500,65.47,91.71,6.69,13.05,2.9,0.0
20150315:1600,336.66,403.83,18.24,14.25,3.03,0.0
20150315:1700,399.98,483.59,29.12,15.61,3.52,0.0
20150315:1800,493.76,598.62,38.72,16.16,4.62,0.0
20150315:1900,572.92,708.83,46.07,17.56,3.52,0.0
20150315:2000,495.07,613.21,49.84,17.74,3.45,0.0
20150315:2100,530.31,656.11,49.0,17.77,3.59,0.0
20150315:2200,523.35,645.14,43.8,17.61,3.72,0.0
20150315:2300,643.48,798.04,35.51,17.4,3.38,0.0
20150316:0000,437.68,533.12,25.59,16.97,3.03,0.0
20150316:0100,278.66,338.7,14.4,16.39,3.03,0.0
20150316:0200,0.54,7.13,2.7,15.56,2.69,0.0
20150316:0300,0.0,0.0,0.0,14.72,2.34,0.0
20150316:0400,0.0,0.0,0.0,14.12,1.93,0.0
20150316:0500,0.0,0.0,0.0,13.63,2.0,0.0
20150316:0600,0.0,0.0,0.0,13.12,1.66,0.0
20150316:0700,0.0,0.0,0.0,13.35,2.21,0.0
20150316:0800,0.0,0.0,0.0,13.1,2.07,0.0
20150316:0900,0.0,0.0,0.0,12.72,1.79,0.0
20150316:1000,0.0,0.0,0.0,13.02,1.24,0.0
20150316:1100,0.0,0.0,0.0,12.78,1.24,0.0
20150316:1200,0.0,0.0,0.0,12.26,1.59,0.0
20150316:1300,0.0,0.0,0.0,12.06,1.79,0.0
20150316:1400,0.0,0.0,0.0,11.89,1.93,0.0
20150316:1500,2.39,11.01,6.99,12.31,1.38,0.0
20150316:1600,74.58,104.59,18.55,13.96,0.97,0.0
20150316:1700,164.57,211.35,29.45,15.6,0.69,0.0
20150316:1800,295.99,371.41,39.08,16.75,0.69,0.0
20150316:1900,374.53,470.96,46.46,16.62,0.76,0.0
20150316:2000,302.17,381.65,50.24,17.2,1.1,0.0
20150316:2100,365.72,459.8,49.37,17.61,1.52,0.0
20150316:2200,272.1,341.04,44.11,17.81,2.9,0.0
20150316:2300,228.69,286.2,35.77,17.37,3.93,0.0
20150317:0000,83.6,116.58,25.81,16.66,3.86,0.0
20150317:0100,27.42,47.74,14.6,16.0,3.24,0.0
20150317:0200,0.0,3.34,2.89,15.43,2.14,0.0
20150317:0300,0.0,0.0,0.0,14.97,1.45,0.0
20150317:0400,0.0,0.0,0.0,14.6,1.17,0.0
20150317:0500,0.0,0.0,0.0,14.25,1.45,0.0
20150317:0600,0.0,0.0,0.0,14.03,1.93,0.0
20150317:0700,0.0,0.0,0.0,14.27,2.69,0.0
20150317:0800,0.0,0.0,0.0,13.91,3.1,0.0
20150317:0900,0.0,0.0,0.0,13.53,3.03,0.0
20150317:1000,0.0,0.0,0.0,13.17,2.9,0.0
20150317:1100,0.0,0.0,0.0,12.91,3.03,0.0
20150317:1200,0.0,0.0,0.0,12.66,3.72,0.0
20150317:1300,0.0,0.0,0.0,12.35,4.0,0.0
20150317:1400,0.0,0.0,0.0,12.07,3.79,0.0
20150317:1500,247.81,295.37,7.3,12.03,3.59,0.0
20150317:1600,420.35,497.62,18.87,12.94,4.0,0.0
20150317:1700,541.74,648.55,29.79,14.27,4.69,0.0
20150317:1800,747.85,912.48,39.44,15.44,5.38,0.0
20150317:1900,722.63,875.83,46.85,14.88,5.59,0.0
20150317:2000,700.38,848.15,50.64,15.83,5.93,0.0
20150317:2100,704.95,853.34,49.74,16.49,6.69,0.0
20150317:2200,733.21,886.31,44.43,16.52,7.45,0.0
20150317:2300,759.16,916.52,36.04,16.21,7.66,0.0
20150318:0000,744.34,895.22,26.03,15.68,7.38,0.0
20150318:0100,635.24,753.94,14.79,14.95,7.1,0.0
20150318:0200,1.63,9.56,3.07,13.99,6.76,0.0
20150318:0300,0.0,0.0,0.0,13.12,7.1,0.0
20150318:0400,0.0,0.0,0.0,12.61,7.24,0.0
20150318:0500,0.0,0.0,0.0,12.22,6.9,0.0
20150318:0600,0.0,0.0,0.0,11.89,6.0,0.0
20150318:0700,0.0,0.0,0.0,11.93,3.59,0.0
20150318:0800,0.0,0.0,0.0,11.57,3.45,0.0
