Latitude (decimal degrees):	37.779
Longitude (decimal degrees):	-122.420
Elevation (m):	19
Radiation database:	PVGIS-NSRDB


Slope: 36 deg. (optimum)
Azimuth: 11 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150321:2200,676.58,841.2,45.67,17.48,3.93,0.0
20150321:2300,458.49,559.25,37.06,17.05,4.14,0.0
20150322:0000,250.9,310.12,26.9,16.18,4.07,0.0
20150322:0100,48.95,74.64,15.56,15.17,3.66,0.0
20150322:0200,4.39,14.71,3.8,14.51,3.24,0.0
20150322:0300,0.0,0.0,0.0,13.89,2.9,0.0
20150322:0400,0.0,0.0,0.0,13.5,2.34,0.0
20150322:0500,0.0,0.0,0.0,13.34,2.28,0.0
20150322:0600,0.0,0.0,0.0,13.26,2.34,0.0
20150322:0700,0.0,0.0,0.0,13.27,2.28,0.0
20150322:0800,0.0,0.0,0.0,13.08,2.62,0.0
20150322:0900,0.0,0.0,0.0,13.07,2.9,0.0
20150322:1000,0.0,0.0,0.0,13.03,3.03,0.0
20150322:1100,0.0,0.0,0.0,13.08,2.97,0.0
20150322:1200,0.0,0.0,0.0,13.15,3.1,0.0
20150322:1300,0.0,0.0,0.0,13.28,3.38,0.0
20150322:1400,0.0,0.0,0.0,13.36,3.38,0.0
20150322:1500,32.31,57.69,8.82,13.58,3.45,0.0
20150322:1600,105.58,142.57,20.45,14.0,3.66,0.0
20150322:1700,229.29,284.88,31.47,14.6,3.86,0.0
20150322:1800,648.84,790.11,41.27,15.15,4.28,0.0
20150322:1900,390.96,475.76,48.82,15.78,4.83,0.0
20150322:2000,439.89,535.84,52.65,15.89,4.62,0.0
20150322:2100,480.38,584.66,51.58,15.81,4.62,0.0
20150322:2200,680.4,830.24,45.98,15.78,5.17,0.0
20150322:2300,578.08,696.12,37.31,15.26,5.24,0.0
20150323:0000,326.8,394.64,27.11,14.86,5.31,0.0
20150323:0100,119.91,158.9,15.75,14.2,5.31,0.0
20150323:0200,0.0,5.19,3.98,13.72,4.55,0.0
20150323:0300,0.0,0.0,0.0,13.4,3.52,0.0
20150323:0400,0.0,0.0,0.0,13.1,3.31,0.0
20150323:0500,0.0,0.0,0.0,12.95,3.93,0.0
20150323:0600,0.0,0.0,0.0,12.93,4.07,0.0
20150323:0700,0.0,0.0,0.0,13.21,4.62,0.0
20150323:0800,0.0,0.0,0.0,12.96,4.14,0.0
20150323:0900,0.0,0.0,0.0,12.85,3.38,0.0
20150323:1000,0.0,0.0,0.0,12.74,2.76,0.0
20150323:1100,0.0,0.0,0.0,12.59,2.41,0.0
20150323:1200,0.0,0.0,0.0,11.45,2.55,0.0
20150323:1300,0.0,0.0,0.0,11.11,2.83,0.0
20150323:1400,0.0,0.0,0.0,11.16,3.03,0.0
20150323:1500,32.4,54.66,9.12,11.25,2.69,0.0
20150323:1600,142.95,188.14,20.76,12.62,2.55,0.0
20150323:1700,385.05,468.12,31.8,13.23,2.83,0.0
20150323:1800,621.74,760.38,41.63,14.0,2.97,0.0
20150323:1900,714.98,887.69,49.21,15.15,3.31,0.0
20150323:2000,841.42,1056.63,53.05,15.43,3.86,0.0
20150323:2100,852.73,1067.29,51.94,15.62,4.34,0.0
20150323:2200,807.33,993.89,46.28,15.6,5.24,0.0
20150323:2300,696.32,840.59,37.56,15.27,5.93,0.0
20150324:0000,468.98,559.75,27.32,14.85,6.14,0.0
20150324:0100,197.94,250.8,15.94,14.24,6.07,0.0
20150324:0200,8.16,20.77,4.16,13.51,5.66,0.0
20150324:0300,0.0,0.0,0.0,12.84,5.03,0.0
20150324:0400,0.0,0.0,0.0,12.4,4.41,0.0
20150324:0500,0.0,0.0,0.0,12.09,4.07,0.0
20150324:0600,0.0,0.0,0.0,11.85,3.79,0.0
20150324:0700,0.0,0.0,0.0,12.17,3.52,0.0
20150324:0800,0.0,0.0,0.0,12.06,3.45,0.0
20150324:0900,0.0,0.0,0.0,11.83,3.38,0.0
20150324:1000,0.0,0.0,0.0,11.52,2.83,0.0
20150324:1100,0.0,0.0,0.0,11.15,2.34,0.0
20150324:1200,0.0,0.0,0.0,11.04,2.41,0.0
20150324:1300,0.0,0.0,0.0,11.19,2.62,0.0
20150324:1400,0.0,0.0,0.0,11.33,2.48,0.0
20150324:1500,30.25,50.68,9.43,12.04,2.48,0.0
20150324:1600,157.19,206.36,21.08,13.6,3.52,0.0
20150324:1700,459.63,557.82,32.14,14.59,4.14,0.0
20150324:1800,515.76,625.52,41.99,15.26,4.21,0.0
20150324:1900,491.27,600.61,49.61,15.54,3.59,0.0
20150324:2000,614.29,755.25,53.45,15.93,4.14,0.0
20150324:2100,348.1,426.8,52.31,15.95,4.07,0.0
20150324:2200,642.21,790.6,46.59,16.47,4.14,0.0
20150324:2300,355.39,433.17,37.81,16.55,4.76,0.0
20150325:0000,317.63,386.7,27.53,16.27,5.24,0.0
20150325:0100,180.47,231.16,16.13,15.13,5.86,0.0
20150325:0200,8.69,21.64,4.34,14.2,5.59,0.0
20150325:0300,0.0,0.0,0.0,13.55,5.03,0.0
20150325:0400,0.0,0.0,0.0,13.28,5.17,0.0
20150325:0500,0.0,0.0,0.0,13.07,5.31,0.0
20150325:0600,0.0,0.0,0.0,12.87,4.83,0.0
20150325:0700,0.0,0.0,0.0,13.29,4.55,0.0
20150325:0800,0.0,0.0,0.0,12.99,4.14,0.0
20150325:0900,0.0,0.0,0.0,12.66,3.86,0.0
20150325:1000,0.0,0.0,0.0,12.35,3.66,0.0
20150325:1100,0.0,0.0,0.0,12.02,3.24,0.0
20150325:1200,0.0,0.0,0.0,11.65,3.03,0.0
20150325:1300,0.0,0.0,0.0,11.42,3.17,0.0
20150325:1400,0.0,0.0,0.0,11.1,2.9,0.0
20150325:1500,34.32,77.86,9.73,11.06,2.07,0.0
20150325:1600,239.42,317.23,21.39,13.25,1.79,0.0
20150325:1700,463.27,572.73,32.47,14.81,1.86,0.0
20150325:1800,635.8,796.96,42.36,16.33,2.07,0.0
20150325:1900,757.3,964.2,50.0,17.06,2.55,0.0
20150325:2000,827.74,1056.79,53.85,17.94,3.52,0.0
20150325:2100,839.55,1066.15,52.67,18.46,4.28,0.0
20150325:2200,791.42,991.54,46.89,18.64,4.9,0.0
20150325:2300,679.98,838.58,38.06,18.47,5.03,0.0
20150326:0000,504.22,614.01,27.73,17.93,5.24,0.0
20150326:0100,275.05,347.93,16.31,16.94,5.24,0.0
20150326:0200,9.18,22.5,4.52,15.71,4.55,0.0
20150326:0300,0.0,0.0,0.0,14.78,3.66,0.0
20150326:0400,0.0,0.0,0.0,14.29,2.97,0.0
20150326:0500,0.0,0.0,0.0,13.78,2.21,0.0
20150326:0600,0.0,0.0,0.0,12.88,1.59,0.0
20150326:0700,0.0,0.0,0.0,12.49,2.21,0.0
20150326:0800,0.0,0.0,0.0,11.86,2.0,0.0
20150326:0900,0.0,0.0,0.0,11.18,1.66,0.0
20150326:1000,0.0,0.0,0.0,11.35,1.31,0.0
20150326:1100,0.0,0.0,0.0,12.32,0.83,0.0
20150326:1200,0.0,0.0,0.0,12.23,0.28,0.0
20150326:1300,0.0,0.0,0.0,11.92,0.41,0.0
20150326:1400,0.0,0.0,0.0,11.5,0.9,0.0
20150326:1500,35.58,80.43,10.04,11.44,1.17,0.0
20150326:1600,241.29,320.24,21.71,13.34,1.31,0.0
20150326:1700,462.3,576.61,32.8,15.57,1.38,0.0
20150326:1800,626.14,800.77,42.72,18.5,1.45,0.0
20150326:1900,740.58,966.83,50.39,20.09,1.93,0.0
20150326:2000,782.31,1059.36,54.25,21.59,1.17,0.0
20150326:2100,776.19,1068.8,53.03,22.19,0.69,0.0
20150326:2200,758.31,994.36,47.18,21.85,2.41,0.0
20150326:2300,664.92,841.71,38.3,21.21,3.59,0.0
20150327:0000,499.1,617.75,27.94,19.75,4.0,0.0
20150327:0100,274.14,351.39,16.49,18.45,3.45,0.0
20150327:0200,37.43,73.85,4.7,16.73,2.55,0.0
20150327:0300,0.0,0.0,0.0,15.33,1.66,0.0
20150327:0400,0.0,0.0,0.0,14.41,1.03,0.0
20150327:0500,0.0,0.0,0.0,13.82,0.69,0.0
20150327:0600,0.0,0.0,0.0,13.17,0.9,0.0
20150327:0700,0.0,0.0,0.0,13.74,1.1,0.0
20150327:0800,0.0,0.0,0.0,13.34,1.1,0.0
20150327:0900,0.0,0.0,0.0,12.24,1.45,0.0
20150327:1000,0.0,0.0,0.0,11.91,2.0,0.0
20150327:1100,0.0,0.0,0.0,11.77,2.41,0.0
20150327:1200,0.0,0.0,0.0,11.57,2.41,0.0
20150327:1300,0.0,0.0,0.0,11.49,2.55,0.0
20150327:1400,0.0,0.0,0.0,11.7,2.9,0.0
20150327:1500,23.12,41.47,10.34,11.85,3.17,0.0
20150327:1600,104.18,139.54,22.02,12.27,2.83,0.0
20150327:1700,156.11,199.61,33.14,13.13,2.41,0.0
20150327:1800,263.37,325.37,43.08,14.44,2.9,0.0
20150327:1900,492.57,603.18,50.78,15.47,3.38,0.0
20150327:2000,846.32,1061.93,54.64,16.07,4.28,0.0
20150327:2100,860.85,1071.44,53.39,16.3,5.31,0.0
20150327:2200,811.19,997.16,47.48,16.11,5.79,0.0
20150327:2300,697.09,843.56,38.54,15.87,6.07,0.0
20150328:0000,516.76,619.97,28.14,15.39,5.93,0.0
20150328:0100,283.58,354.76,16.68,14.85,5.66,0.0
20150328:0200,39.98,77.07,4.87,14.12,5.38,0.0
20150328:0300,0.0,0.0,0.0,13.53,5.45,0.0
20150328:0400,0.0,0.0,0.0,13.42,6.21,0.0
20150328:0500,0.0,0.0,0.0,13.26,5.79,0.0
20150328:0600,0.0,0.0,0.0,13.06,5.31,0.0
20150328:0700,0.0,0.0,0.0,12.69,4.0,0.0
20150328:0800,0.0,0.0,0.0,12.4,4.9,0.0
20150328:0900,0.0,0.0,0.0,12.14,5.66,0.0
20150328:1000,0.0,0.0,0.0,11.87,6.07,0.0
20150328:1100,0.0,0.0,0.0,11.69,5.79,0.0
20150328:1200,0.0,0.0,0.0,11.54,5.1,0.0
20150328:1300,0.0,0.0,0.0,11.39,4.48,0.0
20150328:1400,0.0,0.0,0.0,11.11,4.0,0.0
20150328:1500,39.0,85.9,10.65,11.27,3.72,0.0
20150328:1600,253.05,330.75,22.33,12.75,3.38,0.0
20150328:1700,481.15,590.7,33.47,14.7,2.69,0.0
20150328:1800,655.43,817.51,43.44,16.7,2.83,0.0
20150328:1900,781.71,986.31,51.17,17.97,3.86,0.0
20150328:2000,847.02,1080.64,55.04,19.0,4.28,0.0
20150328:2100,857.51,1093.29,53.75,19.77,4.83,0.0
20150328:2200,810.32,1021.01,47.78,20.1,5.45,0.0
20150328:2300,700.95,868.48,38.78,19.92,5.79,0.0
20150329:0000,523.76,640.69,28.34,19.21,5.93,0.0
20150329:0100,291.82,370.45,16.86,18.14,5.59,0.0
20150329:0200,43.17,83.17,5.05,17.25,4.69,0.0
20150329:0300,0.0,0.0,0.0,16.45,3.86,0.0
20150329:0400,0.0,0.0,0.0,15.79,3.93,0.0
20150329:0500,0.0,0.0,0.0,14.97,4.48,0.0
20150329:0600,0.0,0.0,0.0,14.24,4.55,0.0
20150329:0700,0.0,0.0,0.0,12.96,3.24,0.0
20150329:0800,0.0,0.0,0.0,12.37,3.03,0.0
20150329:0900,0.0,0.0,0.0,11.83,3.24,0.0
20150329:1000,0.0,0.0,0.0,11.42,3.38,0.0
20150329:1100,0.0,0.0,0.0,11.26,3.38,0.0
20150329:1200,0.0,0.0,0.0,11.14,3.17,0.0
20150329:1300,0.0,0.0,0.0,10.7,2.28,0.0
20150329:1400,0.0,0.0,0.0,10.36,1.31,0.0
20150329:1500,40.67,89.19,10.95,10.68,1.38,0.0
20150329:1600,256.58,337.33,22.64,12.97,1.86,0.0
20150329:1700,484.27,597.64,33.8,14.42,2.0,0.0
20150329:1800,656.31,824.63,43.8,16.1,2.07,0.0
20150329:1900,750.08,991.18,51.56,17.3,0.83,0.0
20150329:2000,825.59,1081.88,55.44,18.98,2.34,0.0
20150329:2100,854.33,1089.44,54.1,19.46,4.62,0.0
20150329:2200,805.01,1011.91,48.07,19.33,5.17,0.0
20150329:2300,688.97,856.49,39.02,19.4,4.83,0.0
20150330:0000,507.83,627.17,28.54,19.28,4.14,0.0
20150330:0100,281.34,359.99,17.04,18.43,4.0,0.0
20150330:0200,41.68,80.76,5.22,16.83,3.72,0.0
20150330:0300,0.0,0.0,0.0,15.36,3.03,0.0
20150330:0400,0.0,0.0,0.0,14.46,2.83,0.0
20150330:0500,0.0,0.0,0.0,13.7,2.62,0.0
20150330:0600,0.0,0.0,0.0,13.03,2.48,0.0
20150330:0700,0.0,0.0,0.0,12.59,2.62,0.0
20150330:0800,0.0,0.0,0.0,11.83,2.07,0.0
20150330:0900,0.0,0.0,0.0,11.11,1.45,0.0
20150330:1000,0.0,0.0,0.0,11.1,1.24,0.0
20150330:1100,0.0,0.0,0.0,11.27,1.1,0.0
20150330:1200,0.0,0.0,0.0,10.48,1.31,0.0
20150330:1300,0.0,0.0,0.0,9.95,1.52,0.0
20150330:1400,0.0,0.0,0.0,9.69,1.72,0.0
20150330:1500,41.61,90.11,11.25,10.84,1.86,0.0
20150330:1600,255.69,334.76,22.95,12.85,2.48,0.0
20150330:1700,484.43,591.91,34.13,13.97,2.83,0.0
20150330:1800,658.88,814.72,44.15,15.3,2.97,0.0
20150330:1900,771.95,980.64,51.95,15.28,2.28,0.0
20150330:2000,666.71,832.22,55.83,16.64,3.38,0.0
20150330:2100,860.31,1080.63,54.46,17.02,4.83,0.0
20150330:2200,812.17,1005.54,48.36,16.83,5.45,0.0
20150330:2300,701.31,852.67,39.25,16.38,5.86,0.0
20150331:0000,511.95,614.2,28.74,15.8,6.21,0.0
20150331:0100,153.6,199.14,17.22,14.95,6.41,0.0
20150331:0200,21.34,43.22,5.4,13.9,6.28,0.0
20150331:0300,0.0,0.0,0.0,13.08,6.34,0.0
20150331:0400,0.0,0.0,0.0,12.64,6.34,0.0
20150331:0500,0.0,0.0,0.0,12.4,6.55,0.0
20150331:0600,0.0,0.0,0.0,12.17,6.14,0.0
20150331:0700,0.0,0.0,0.0,12.09,5.72,0.0
20150331:0800,0.0,0.0,0.0,11.79,6.14,0.0
20150331:0900,0.0,0.0,0.0,11.6,6.34,0.0
20150331:1000,0.0,0.0,0.0,11.57,6.41,0.0
20150331:1100,0.0,0.0,0.0,11.61,6.34,0.0
20150331:1200,0.0,0.0,0.0,11.67,6.21,0.0
20150331:1300,0.0,0.0,0.0,11.77,6.0,0.0
20150331:1400,0.0,0.0,0.0,11.87,5.86,0.0
20150331:1500,42.98,92.97,11.55,12.25,6.21,0.0
20150331:1600,265.0,342.07,23.26,13.14,7.31,0.0
20150331:1700,505.39,604.02,34.45,13.96,7.03,0.0
20150331:1800,693.86,831.94,44.51,14.99,7.17,0.0
20150331:1900,821.98,999.67,52.33,15.74,7.24,0.0
20150331:2000,892.5,1091.72,56.23,16.45,8.14,0.0
20150331:2100,900.25,1100.82,54.81,16.95,8.76,0.0
20150331:2200,846.77,1026.4,48.64,17.01,9.38,0.0
20150331:2300,728.18,870.36,39.48,16.48,9.79,0.0
20150401:0000,540.24,641.18,28.93,15.74,9.93,0.0
20150401:0100,298.43,370.43,17.4,14.92,9.72,0.0
20150401:0200,46.34,86.82,5.57,13.88,9.31,0.0
20150401:0300,0.0,0.0,0.0,12.97,9.45,0.0
20150401:0400,0.0,0.0,0.0,12.43,8.83,0.0
20150401:0500,0.0,0.0,0.0,11.97,8.55,0.0
20150401:0600,0.0,0.0,0.0,11.56,7.79,0.0
20150401:0700,0.0,0.0,0.0,11.32,7.45,0.0
20150401:0800,0.0,0.0,0.0,10.86,7.1,0.0
20150401:0900,0.0,0.0,0.0,10.42,6.76,0.0
20150401:1000,0.0,0.0,0.0,10.07,6.55,0.0
20150401:1100,0.0,0.0,0.0,9.8,6.55,0.0
20150401:1200,0.0,0.0,0.0,9.6,6.48,0.0
20150401:1300,0.0,0.0,0.0,9.42,6.28,0.0
20150401:1400,0.0,0.0,0.0,9.3,6.07,0.0
20150401:1500,45.71,96.59,11.85,9.84,5.72,0.0
20150401:1600,271.6,347.61,23.57,11.2,6.14,0.0
20150401:1700,510.75,608.74,34.78,12.68,6.21,0.0
20150401:1800,697.4,834.46,44.86,14.06,6.76,0.0
20150401:1900,776.19,938.45,52.72,14.59,6.69,0.0
20150401:2000,890.31,1090.56,56.62,15.02,6.83,0.0
20150401:2100,896.29,1095.85,55.16,15.23,7.31,0.0
20150401:2200,842.35,1018.74,48.93,15.15,7.93,0.0
20150401:2300,723.23,861.29,39.72,14.87,8.62,0.0
20150402:0000,534.21,632.18,29.13,14.51,8.83,0.0
20150402:0100,294.12,364.58,17.57,14.04,8.69,0.0
20150402:0200,50.88,92.24,5.75,13.28,8.14,0.0
20150402:0300,0.0,0.0,0.0,12.57,7.52,0.0
20150402:0400,0.0,0.0,0.0,12.22,6.9,0.0
20150402:0500,0.0,0.0,0.0,11.87,6.76,0.0
20150402:0600,0.0,0.0,0.0,11.55,6.41,0.0
20150402:0700,0.0,0.0,0.0,11.8,4.69,0.0
20150402:0800,0.0,0.0,0.0,11.35,4.69,0.0
20150402:0900,0.0,0.0,0.0,10.84,5.03,0.0
20150402:1000,0.0,0.0,0.0,10.35,5.45,0.0
20150402:1100,0.0,0.0,0.0,9.9,5.66,0.0
20150402:1200,0.0,0.0,0.0,9.49,5.66,0.0
20150402:1300,0.0,0.0,0.0,9.11,5.24,0.0
20150402:1400,0.0,0.0,0.0,8.81,4.76,0.0
20150402:1500,47.24,99.02,12.15,9.35,4.07,0.0
20150402:1600,273.68,352.14,23.87,11.26,3.86,0.0
20150402:1700,510.18,615.51,35.1,13.07,4.21,0.0
20150402:1800,691.35,842.54,45.21,14.61,4.48,0.0
20150402:1900,813.38,1009.27,53.1,15.7,4.69,0.0
20150402:2000,878.26,1099.03,57.01,16.58,5.24,0.0
20150402:2100,884.1,1103.31,55.51,17.19,5.93,0.0
20150402:2200,829.72,1023.97,49.21,17.47,6.55,0.0
20150402:2300,713.12,865.53,39.94,17.34,7.17,0.0
20150403:0000,529.06,635.6,29.32,16.73,7.52,0.0
20150403:0100,293.26,367.53,17.75,15.8,7.31,0.0
20150403:0200,52.0,94.6,5.92,14.59,6.76,0.0
20150403:0300,0.0,0.0,0.0,13.39,6.48,0.0
20150403:0400,0.0,0.0,0.0,12.7,5.79,0.0
20150403:0500,0.0,0.0,0.0,12.25,5.03,0.0
20150403:0600,0.0,0.0,0.0,11.86,4.21,0.0
20150403:0700,0.0,0.0,0.0,11.52,3.52,0.0
20150403:0800,0.0,0.0,0.0,10.9,3.17,0.0
20150403:0900,0.0,0.0,0.0,10.25,2.76,0.0
20150403:1000,0.0,0.0,0.0,9.53,2.48,0.0
20150403:1100,0.0,0.0,0.0,8.91,2.28,0.0
20150403:1200,0.0,0.0,0.0,8.37,2.28,0.0
20150403:1300,0.0,0.0,0.0,8.08,2.48,0.0
20150403:1400,0.0,0.0,0.0,7.92,2.62,0.0
20150403:1500,48.31,100.32,12.44,9.27,2.69,0.0
20150403:1600,271.89,350.53,24.18,11.26,3.17,0.0
20150403:1700,503.83,610.95,35.42,12.97,3.31,0.0
20150403:1800,681.72,836.18,45.56,14.58,3.66,0.0
20150403:1900,793.65,1001.23,53.48,15.86,3.17,0.0
20150403:2000,860.33,1090.65,57.4,16.77,4.0,0.0
20150403:2100,870.89,1095.92,55.86,17.28,4.97,0.0
20150403:2200,824.51,1020.2,49.49,17.36,6.07,0.0
20150403:2300,711.7,864.55,40.17,17.06,6.76,0.0
20150404:0000,530.22,637.59,29.51,16.56,7.1,0.0
20150404:0100,295.64,370.41,17.92,15.62,7.1,0.0
20150404:0200,54.59,98.66,6.09,14.24,6.62,0.0
20150404:0300,0.0,0.0,0.0,12.83,6.21,0.0
20150404:0400,0.0,0.0,0.0,11.89,6.21,0.0
20150404:0500,0.0,0.0,0.0,11.22,5.79,0.0
20150404:0600,0.0,0.0,0.0,10.67,5.24,0.0
20150404:0700,0.0,0.0,0.0,10.24,4.76,0.0
20150404:0800,0.0,0.0,0.0,9.94,5.17,0.0
20150404:0900,0.0,0.0,0.0,9.76,5.31,0.0
20150404:1000,0.0,0.0,0.0,9.62,5.1,0.0
20150404:1100,0.0,0.0,0.0,9.56,5.17,0.0
20150404:1200,0.0,0.0,0.0,9.53,5.17,0.0
20150404:1300,0.0,0.0,0.0,9.52,5.24,0.0
20150404:1400,0.0,0.0,0.0,9.48,5.38,0.0
20150404:1500,48.41,100.09,12.74,10.1,5.1,0.0
20150404:1600,269.49,344.71,24.48,11.31,5.72,0.0
20150404:1700,502.61,599.35,35.74,12.56,5.79,0.0
20150404:1800,684.19,820.0,45.91,13.67,5.93,0.0
20150404:1900,809.51,981.77,53.86,14.31,6.34,0.0
20150404:2000,877.4,1070.4,57.79,14.59,6.83,0.0
20150404:2100,882.05,1075.05,56.2,14.61,7.03,0.0
20150404:2200,826.56,997.53,49.77,14.35,7.31,0.0
20150404:2300,642.19,759.6,40.39,13.71,7.93,0.0
20150405:0000,362.25,429.28,29.7,12.91,8.41,0.0
20150405:0100,127.88,166.28,18.1,12.01,8.41,0.0
20150405:0200,13.64,28.57,6.26,11.24,8.07,0.0
20150405:0300,0.0,0.0,0.0,10.67,7.1,0.0
20150405:0400,0.0,0.0,0.0,10.21,6.0,0.0
20150405:0500,0.0,0.0,0.0,9.84,5.72,0.0
20150405:0600,0.0,0.0,0.0,9.6,5.52,0.0
20150405:0700,0.0,0.0,0.0,9.77,5.03,0.0
20150405:0800,0.0,0.0,0.0,9.66,4.62,0.0
20150405:0900,0.0,0.0,0.0,9.51,3.86,0.0
20150405:1000,0.0,0.0,0.0,9.33,3.1,0.0
20150405:1100,0.0,0.0,0.0,8.99,2.14,0.0
20150405:1200,0.0,0.0,0.0,8.49,1.52,0.0
20150405:1300,0.0,0.0,0.0,8.59,2.21,0.0
20150405:1400,0.0,0.87,1.19,8.89,3.38,0.0
20150405:1500,6.22,17.51,13.03,10.07,4.76,0.0
20150405:1600,25.38,44.23,24.78,11.19,6.97,0.0
20150405:1700,179.59,223.37,36.06,11.54,6.76,0.0
20150405:1800,113.18,148.36,46.26,11.87,6.41,0.0
20150405:1900,458.66,549.12,54.24,11.68,4.21,0.0
20150405:2000,546.06,656.61,58.17,12.45,4.55,0.0
20150405:2100,768.64,932.45,56.54,12.83,5.45,0.0
20150405:2200,641.33,766.46,50.05,12.75,5.86,0.0
20150405:2300,713.71,852.1,40.62,12.7,6.0,0.0
20150406:0000,529.94,628.34,29.89,12.53,5.86,0.0
20150406:0100,293.33,363.58,18.27,12.14,5.45,0.0
20150406:0200,54.71,98.05,6.43,11.53,4.97,0.0
20150406:0300,0.0,0.0,0.0,10.86,4.07,0.0
20150406:0400,0.0,0.0,0.0,10.43,3.45,0.0
20150406:0500,0.0,0.0,0.0,10.05,2.97,0.0
20150406:0600,0.0,0.0,0.0,9.65,2.21,0.0
20150406:0700,0.0,0.0,0.0,8.9,1.93,0.0
20150406:0800,0.0,0.0,0.0,8.32,1.66,0.0
20150406:0900,0.0,0.0,0.0,8.28,1.52,0.0
20150406:1000,0.0,0.0,0.0,7.8,1.72,0.0
20150406:1100,0.0,0.0,0.0,7.34,1.93,0.0
20150406:1200,0.0,0.0,0.0,7.26,2.21,0.0
20150406:1300,0.0,0.0,0.0,7.56,2.34,0.0
20150406:1400,2.61,11.25,1.49,7.6,2.48,0.0
20150406:1500,51.26,104.16,13.32,9.12,2.55,0.0
20150406:1600,271.0,348.63,25.07,11.46,3.45,0.0
20150406:1700,361.09,435.01,36.37,12.29,4.0,0.0
20150406:1800,602.38,724.41,46.6,13.18,4.55,0.0
20150406:1900,740.19,900.01,54.62,13.51,4.97,0.0
20150406:2000,739.17,899.81,58.55,13.98,5.52,0.0
20150406:2100,718.87,870.33,56.88,14.17,6.14,0.0
20150406:2200,643.26,770.8,50.32,14.05,6.55,0.0
20150406:2300,568.69,675.58,40.84,13.81,6.76,0.0
20150407:0000,334.77,400.67,30.08,13.6,6.97,0.0
20150407:0100,72.89,102.47,18.44,13.19,6.9,0.0
20150407:0200,7.29,19.35,6.6,12.62,6.55,0.0
20150407:0300,0.0,0.0,0.0,12.12,6.28,0.0
20150407:0400,0.0,0.0,0.0,11.86,6.76,0.0
20150407:0500,0.0,0.0,0.0,11.73,7.03,0.0
20150407:0600,0.0,0.0,0.0,11.65,7.17,0.0
20150407:0700,0.0,0.0,0.0,11.77,7.17,0.0
20150407:0800,0.0,0.0,0.0,11.56,7.66,0.0
20150407:0900,0.0,0.0,0.0,11.35,8.41,0.0
20150407:1000,0.0,0.0,0.0,10.93,9.52,0.0
20150407:1100,0.0,0.0,0.0,10.69,8.21,0.0
20150407:1200,0.0,0.0,0.0,10.37,5.93,0.0
20150407:1300,0.0,0.0,0.0,10.06,4.28,0.0
20150407:1400,5.03,15.58,1.78,10.08,3.86,0.0
20150407:1500,51.63,105.04,13.61,10.22,3.86,0.0
20150407:1600,144.53,185.4,25.37,10.96,4.48,0.0
20150407:1700,509.07,606.54,36.68,11.38,4.83,0.0
20150407:1800,693.21,828.99,46.94,11.91,5.1,0.0
20150407:1900,830.63,991.79,54.99,11.57,6.9,0.0
20150407:2000,304.3,364.87,58.94,10.83,5.59,0.0
20150407:2100,893.58,1085.4,57.22,11.96,5.93,0.0
20150407:2200,837.98,1005.8,50.59,12.57,6.97,0.0
20150407:2300,81.82,112.42,41.05,12.37,7.59,0.0
20150408:0000,528.76,621.93,30.26,12.18,7.45,0.0
20150408:0100,291.21,359.64,18.61,11.82,6.9,0.0
20150408:0200,55.19,98.61,6.77,11.41,5.79,0.0
20150408:0300,0.0,0.0,0.0,10.88,4.69,0.0
20150408:0400,0.0,0.0,0.0,10.63,4.21,0.0
20150408:0500,0.0,0.0,0.0,10.38,3.86,0.0
20150408:0600,0.0,0.0,0.0,10.27,3.45,0.0
20150408:0700,0.0,0.0,0.0,9.96,3.45,0.0
20150408:0800,0.0,0.0,0.0,10.02,3.31,0.0
20150408:0900,0.0,0.0,0.0,10.02,3.17,0.0
20150408:1000,0.0,0.0,0.0,10.07,2.9,0.0
20150408:1100,0.0,0.0,0.0,9.86,2.55,0.0
20150408:1200,0.0,0.0,0.0,9.29,2.14,0.0
20150408:1300,0.0,0.0,0.0,8.67,1.79,0.0
20150408:1400,4.05,13.85,2.06,8.49,1.59,0.0
20150408:1500,53.65,107.47,13.89,9.11,1.31,0.0
20150408:1600,271.26,350.99,25.66,11.03,1.45,0.0
20150408:1700,494.94,604.29,36.99,11.85,1.79,0.0
20150408:1800,666.98,822.98,47.28,12.6,2.14,0.0
20150408:1900,772.72,984.16,55.36,13.02,1.52,0.0
20150408:2000,841.67,1072.48,59.32,13.56,2.34,0.0
20150408:2100,852.72,1077.13,57.56,13.84,3.03,0.0
20150408:2200,803.44,999.87,50.86,14.04,3.52,0.0
20150408:2300,692.19,843.02,41.27,14.02,4.07,0.0
20150409:0000,515.51,618.74,30.44,13.78,4.62,0.0
20150409:0100,286.67,358.33,18.78,13.27,5.03,0.0
20150409:0200,55.12,98.91,6.94,12.35,4.9,0.0
20150409:0300,0.0,0.0,0.0,11.43,4.76,0.0
20150409:0400,0.0,0.0,0.0,10.82,4.55,0.0
20150409:0500,0.0,0.0,0.0,10.41,4.21,0.0
20150409:0600,0.0,0.0,0.0,10.08,3.86,0.0
20150409:0700,0.0,0.0,0.0,9.84,2.76,0.0
20150409:0800,0.0,0.0,0.0,9.34,2.28,0.0
20150409:0900,0.0,0.0,0.0,8.67,2.0,0.0
20150409:1000,0.0,0.0,0.0,8.39,1.59,0.0
