Latitude (decimal degrees):	40.525
Longitude (decimal degrees):	-3.772
Elevation (m):	652
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200223:2010,0.0,0.0,0.0,13.07,1.45,0.0
20200223:2110,0.0,0.0,0.0,9.51,2.0,0.0
20200223:2210,0.0,0.0,0.0,7.27,2.21,0.0
20200223:2310,0.0,0.0,0.0,5.69,2.0,0.0
20200224:0010,0.0,0.0,0.0,4.59,1.79,0.0
20200224:0110,0.0,0.0,0.0,3.84,1.72,0.0
20200224:0210,0.0,0.0,0.0,3.4,1.66,0.0
20200224:0310,0.0,0.0,0.0,3.25,1.66,0.0
20200224:0410,0.0,0.0,0.0,3.16,1.72,0.0
20200224:0510,0.0,0.0,0.0,3.19,1.72,0.0
20200224:0610,0.0,0.0,0.0,3.31,1.72,0.0
20200224:0710,0.0,0.0,0.0,1.59,1.66,0.0
20200224:0810,294.34,354.81,12.36,3.53,1.17,0.0
20200224:0910,489.18,596.02,22.24,9.26,0.41,0.0
20200224:1010,661.87,849.47,30.66,13.21,0.21,0.0
20200224:1110,762.27,993.46,36.81,15.57,1.03,0.0
20200224:1210,789.08,1032.57,39.83,17.32,1.59,0.0
20200224:1310,779.94,1020.46,39.11,18.55,1.79,0.0
20200224:1410,706.92,914.87,34.81,19.36,1.79,0.0
20200224:1510,568.58,722.87,27.69,19.73,1.72,0.0
20200224:1610,379.21,482.03,18.64,19.59,1.72,0.0
20200224:1710,138.5,204.12,8.36,18.45,1.79,0.0
20200224:1810,0.0,0.0,0.0,15.85,2.14,0.0
20200224:1910,0.0,0.0,0.0,13.64,1.93,0.0
20200224:2010,0.0,0.0,0.0,11.15,1.86,0.0
20200224:2110,0.0,0.0,0.0,9.04,1.72,0.0
20200224:2210,0.0,0.0,0.0,7.27,1.72,0.0
20200224:2310,0.0,0.0,0.0,5.81,1.72,0.0
20200225:0010,0.0,0.0,0.0,4.67,1.66,0.0
20200225:0110,0.0,0.0,0.0,3.87,1.59,0.0
20200225:0210,0.0,0.0,0.0,3.25,1.52,0.0
20200225:0310,0.0,0.0,0.0,2.79,1.52,0.0
20200225:0410,0.0,0.0,0.0,2.39,1.38,0.0
20200225:0510,0.0,0.0,0.0,2.03,1.38,0.0
20200225:0610,0.0,0.0,0.0,2.01,1.31,0.0
20200225:0710,0.0,0.0,0.0,2.22,1.24,0.0
20200225:0810,303.69,367.71,12.65,4.15,0.9,0.0
20200225:0910,439.88,530.5,22.55,8.78,0.62,0.0
20200225:1010,547.84,673.37,30.99,12.36,1.24,0.0
20200225:1110,240.31,298.46,37.18,14.13,2.28,0.0
20200225:1210,431.99,525.74,40.2,14.61,3.1,0.0
20200225:1310,385.77,468.26,39.47,14.0,3.17,0.0
20200225:1410,494.25,598.8,35.13,13.86,3.1,0.0
20200225:1510,403.18,487.4,27.98,13.95,3.1,0.0
20200225:1610,267.49,330.29,18.89,13.98,2.97,0.0
20200225:1710,81.47,120.4,8.59,13.73,2.76,0.0
20200225:1810,0.0,0.0,0.0,12.73,1.79,0.0
20200225:1910,0.0,0.0,0.0,11.68,2.21,0.0
20200225:2010,0.0,0.0,0.0,10.7,2.21,0.0
20200225:2110,0.0,0.0,0.0,9.58,2.28,0.0
20200225:2210,0.0,0.0,0.0,8.7,2.34,0.0
20200225:2310,0.0,0.0,0.0,7.91,2.28,0.0
20200226:0010,0.0,0.0,0.0,7.19,2.14,0.0
20200226:0110,0.0,0.0,0.0,6.61,2.14,0.0
20200226:0210,0.0,0.0,0.0,6.1,2.21,0.0
20200226:0310,0.0,0.0,0.0,6.35,2.55,0.0
20200226:0410,0.0,0.0,0.0,5.9,2.69,0.0
20200226:0510,0.0,0.0,0.0,5.33,2.55,0.0
20200226:0610,0.0,0.0,0.0,4.65,2.14,0.0
20200226:0710,0.0,0.0,0.0,4.52,2.9,0.0
20200226:0810,296.28,356.34,12.94,5.02,2.55,0.0
20200226:0910,538.22,631.09,22.86,6.74,2.97,0.0
20200226:1010,701.54,838.21,31.33,8.3,3.1,0.0
20200226:1110,796.74,972.88,37.54,9.78,3.1,0.0
20200226:1210,805.73,994.53,40.57,11.03,3.03,0.0
20200226:1310,820.21,1020.27,39.83,11.94,2.9,0.0
20200226:1410,744.27,914.7,35.46,12.61,3.1,0.0
20200226:1510,593.72,717.28,28.27,12.83,3.31,0.0
20200226:1610,394.12,478.81,19.15,12.59,3.38,0.0
20200226:1710,146.08,207.11,8.82,11.9,3.31,0.0
20200226:1810,0.0,0.0,0.0,10.77,2.41,0.0
20200226:1910,0.0,0.0,0.0,10.57,2.07,0.0
20200226:2010,0.0,0.0,0.0,9.02,1.66,0.0
20200226:2110,0.0,0.0,0.0,7.72,1.52,0.0
20200226:2210,0.0,0.0,0.0,6.4,1.86,0.0
20200226:2310,0.0,0.0,0.0,5.56,2.14,0.0
20200227:0010,0.0,0.0,0.0,4.82,2.07,0.0
20200227:0110,0.0,0.0,0.0,4.04,1.93,0.0
20200227:0210,0.0,0.0,0.0,3.54,1.72,0.0
20200227:0310,0.0,0.0,0.0,3.38,1.52,0.0
20200227:0410,0.0,0.0,0.0,3.37,1.45,0.0
20200227:0510,0.0,0.0,0.0,3.03,1.38,0.0
20200227:0610,0.0,0.0,0.0,2.6,1.38,0.0
20200227:0710,0.0,0.0,0.0,2.42,1.45,0.0
20200227:0810,300.94,362.79,13.23,4.0,1.17,0.0
20200227:0910,504.82,601.68,23.18,8.04,1.72,0.0
20200227:1010,691.92,839.99,31.68,10.39,2.62,0.0
20200227:1110,796.85,988.64,37.91,12.54,3.03,0.0
20200227:1210,823.66,1032.98,40.95,14.63,3.45,0.0
20200227:1310,789.21,991.53,40.19,16.24,3.59,0.0
20200227:1410,671.24,834.89,35.79,17.43,3.66,0.0
20200227:1510,505.41,621.44,28.56,17.94,3.72,0.0
20200227:1610,309.44,385.14,19.41,17.45,3.72,0.0
20200227:1710,100.01,146.41,9.06,16.18,2.55,0.0
20200227:1810,0.0,0.0,0.0,14.21,2.14,0.0
20200227:1910,0.0,0.0,0.0,12.42,2.07,0.0
20200227:2010,0.0,0.0,0.0,10.28,2.0,0.0
20200227:2110,0.0,0.0,0.0,8.38,1.93,0.0
20200227:2210,0.0,0.0,0.0,6.97,1.86,0.0
20200227:2310,0.0,0.0,0.0,5.97,1.72,0.0
20200228:0010,0.0,0.0,0.0,5.26,1.59,0.0
20200228:0110,0.0,0.0,0.0,4.41,1.52,0.0
20200228:0210,0.0,0.0,0.0,3.47,1.59,0.0
20200228:0310,0.0,0.0,0.0,2.7,1.66,0.0
20200228:0410,0.0,0.0,0.0,2.28,1.72,0.0
20200228:0510,0.0,0.0,0.0,2.21,1.66,0.0
20200228:0610,0.0,0.0,0.0,1.92,1.59,0.0
20200228:0710,0.0,2.63,2.69,2.09,1.45,0.0
20200228:0810,308.48,371.7,13.53,3.86,1.03,0.0
20200228:0910,513.29,621.66,23.5,8.46,0.69,0.0
20200228:1010,658.56,824.31,32.02,11.41,0.83,0.0
20200228:1110,736.78,947.79,38.28,13.48,0.9,0.0
20200228:1210,757.72,982.66,41.33,15.06,1.17,0.0
20200228:1310,715.38,918.46,40.55,16.33,1.59,0.0
20200228:1410,706.69,899.37,36.12,17.13,2.07,0.0
20200228:1510,526.98,654.05,28.85,17.46,2.48,0.0
20200228:1610,340.75,425.02,19.66,17.22,2.69,0.0
20200228:1710,97.04,142.22,9.29,16.44,2.14,0.0
20200228:1810,0.0,0.0,0.0,14.64,1.45,0.0
20200228:1910,0.0,0.0,0.0,12.71,1.17,0.0
20200228:2010,0.0,0.0,0.0,12.36,1.1,0.0
20200228:2110,0.0,0.0,0.0,12.28,1.17,0.0
20200228:2210,0.0,0.0,0.0,10.15,1.52,0.0
20200228:2310,0.0,0.0,0.0,7.56,2.0,0.0
20200229:0010,0.0,0.0,0.0,6.12,2.28,0.0
20200229:0110,0.0,0.0,0.0,5.9,2.62,0.0
20200229:0210,0.0,0.0,0.0,6.25,2.9,0.0
20200229:0310,0.0,0.0,0.0,6.73,3.17,0.0
20200229:0410,0.0,0.0,0.0,6.77,3.1,0.0
20200229:0510,0.0,0.0,0.0,6.65,3.24,0.0
20200229:0610,0.0,0.0,0.0,6.43,3.52,0.0
20200229:0710,2.73,11.4,2.69,5.82,3.79,0.0
20200229:0810,74.63,102.01,13.53,6.3,3.72,0.0
20200229:0910,28.38,47.37,23.5,7.14,4.69,0.0
20200229:1010,145.68,182.8,32.02,8.24,5.17,0.0
20200229:1110,244.07,293.31,38.28,8.67,4.97,0.0
20200229:1210,179.31,221.62,41.33,9.31,5.1,0.0
20200229:1310,291.14,348.0,40.55,9.91,5.17,0.0
20200229:1410,541.07,636.36,36.12,10.27,5.38,0.0
20200229:1510,116.23,151.21,28.85,10.63,5.31,0.0
20200229:1610,145.17,184.05,19.66,10.71,5.31,0.0
20200229:1710,73.24,106.96,9.29,10.76,3.79,0.0
20200229:1810,0.0,0.0,0.0,10.26,3.79,0.0
20200229:1910,0.0,0.0,0.0,10.27,3.45,0.0
20200229:2010,0.0,0.0,0.0,9.84,3.17,0.0
20200229:2110,0.0,0.0,0.0,9.09,2.9,0.0
20200229:2210,0.0,0.0,0.0,8.25,2.69,0.0
20200229:2310,0.0,0.0,0.0,7.6,2.62,0.0
20200301:0010,0.0,0.0,0.0,7.08,2.55,0.0
20200301:0110,0.0,0.0,0.0,6.88,2.62,0.0
20200301:0210,0.0,0.0,0.0,6.69,2.76,0.0
20200301:0310,0.0,0.0,0.0,6.38,2.76,0.0
20200301:0410,0.0,0.0,0.0,6.13,2.76,0.0
20200301:0510,0.0,0.0,0.0,6.16,2.76,0.0
20200301:0610,0.0,0.0,0.0,6.29,2.76,0.0
20200301:0710,2.24,10.53,2.98,6.84,3.03,0.0
20200301:0810,242.15,293.82,13.83,7.2,4.21,0.0
20200301:0910,198.04,240.12,23.82,8.01,4.97,0.0
20200301:1010,141.89,179.04,32.37,9.01,5.52,0.0
20200301:1110,322.59,382.15,38.65,9.44,5.45,0.0
20200301:1210,386.55,457.08,41.71,10.39,5.59,0.0
20200301:1310,265.55,320.35,40.92,10.97,5.66,0.0
20200301:1410,296.84,356.65,36.45,11.93,5.66,0.0
20200301:1510,498.03,588.68,29.13,12.39,6.07,0.0
20200301:1610,327.43,394.75,19.91,12.22,5.45,0.0
20200301:1710,26.85,46.48,9.52,11.81,4.41,0.0
20200301:1810,0.0,0.0,0.0,10.99,4.83,0.0
20200301:1910,0.0,0.0,0.0,10.25,4.9,0.0
20200301:2010,0.0,0.0,0.0,10.02,5.1,0.0
20200301:2110,0.0,0.0,0.0,9.78,5.45,0.0
20200301:2210,0.0,0.0,0.0,9.69,4.97,0.0
20200301:2310,0.0,0.0,0.0,9.72,6.07,0.0
20200302:0010,0.0,0.0,0.0,10.06,7.45,0.0
20200302:0110,0.0,0.0,0.0,9.89,7.79,0.0
20200302:0210,0.0,0.0,0.0,9.58,7.1,0.0
20200302:0310,0.0,0.0,0.0,9.59,6.76,0.0
20200302:0410,0.0,0.0,0.0,9.58,6.34,0.0
20200302:0510,0.0,0.0,0.0,9.76,6.21,0.0
20200302:0610,0.0,0.0,0.0,9.73,5.93,0.0
20200302:0710,5.18,15.79,3.27,9.44,5.38,0.0
20200302:0810,312.21,376.52,14.13,8.7,5.31,0.0
20200302:0910,551.92,645.17,24.15,9.14,5.38,0.0
20200302:1010,707.2,828.78,32.72,9.74,6.69,0.0
20200302:1110,613.7,719.32,39.03,10.16,6.83,0.0
20200302:1210,450.65,528.69,42.1,10.54,7.31,0.0
20200302:1310,363.14,429.1,41.28,10.75,7.24,0.0
20200302:1410,756.29,889.1,36.78,10.54,7.59,0.0
20200302:1510,622.79,726.63,29.42,10.18,7.17,0.0
20200302:1610,393.29,466.06,20.17,9.87,6.28,0.0
20200302:1710,137.21,189.41,9.74,9.36,5.79,0.0
20200302:1810,0.0,0.0,0.0,8.4,4.41,0.0
20200302:1910,0.0,0.0,0.0,7.66,3.59,0.0
20200302:2010,0.0,0.0,0.0,7.06,3.17,0.0
20200302:2110,0.0,0.0,0.0,6.49,2.9,0.0
20200302:2210,0.0,0.0,0.0,5.98,2.69,0.0
20200302:2310,0.0,0.0,0.0,5.57,2.48,0.0
20200303:0010,0.0,0.0,0.0,5.22,2.41,0.0
20200303:0110,0.0,0.0,0.0,4.79,2.28,0.0
20200303:0210,0.0,0.0,0.0,4.35,2.07,0.0
20200303:0310,0.0,0.0,0.0,4.16,2.0,0.0
20200303:0410,0.0,0.0,0.0,3.83,2.0,0.0
20200303:0510,0.0,0.0,0.0,4.39,2.21,0.0
20200303:0610,0.0,0.0,0.0,4.7,2.48,0.0
20200303:0710,3.11,12.08,3.56,5.31,3.03,0.0
20200303:0810,50.32,73.57,14.43,5.77,3.24,0.0
20200303:0910,82.93,111.47,24.47,6.89,4.28,0.0
20200303:1010,412.71,482.34,33.08,8.48,4.9,0.0
20200303:1110,196.58,241.38,39.41,10.13,6.07,0.0
20200303:1210,77.18,106.82,42.48,11.67,6.28,0.0
20200303:1310,156.58,198.78,41.65,13.02,6.83,0.0
20200303:1410,266.46,325.08,37.11,14.2,6.28,0.0
20200303:1510,341.47,411.45,29.71,14.94,6.28,0.0
20200303:1610,295.68,362.73,20.42,15.15,5.24,0.0
20200303:1710,99.2,142.77,9.97,14.46,4.48,0.0
20200303:1810,0.0,0.0,0.0,13.03,3.86,0.0
20200303:1910,0.0,0.0,0.0,11.97,3.45,0.0
20200303:2010,0.0,0.0,0.0,11.92,3.17,0.0
20200303:2110,0.0,0.0,0.0,11.64,2.83,0.0
20200303:2210,0.0,0.0,0.0,11.41,2.69,0.0
20200303:2310,0.0,0.0,0.0,11.18,2.48,0.0
20200304:0010,0.0,0.0,0.0,10.99,2.41,0.0
20200304:0110,0.0,0.0,0.0,10.78,2.48,0.0
20200304:0210,0.0,0.0,0.0,10.61,2.48,0.0
20200304:0310,0.0,0.0,0.0,10.46,2.48,0.0
20200304:0410,0.0,0.0,0.0,10.48,2.41,0.0
20200304:0510,0.0,0.0,0.0,10.2,2.34,0.0
20200304:0610,0.0,0.0,0.0,9.83,2.28,0.0
20200304:0710,10.29,25.15,3.85,10.28,2.28,0.0
20200304:0810,190.73,239.57,14.74,10.82,2.07,0.0
20200304:0910,490.99,590.92,24.8,11.88,2.62,0.0
20200304:1010,605.86,737.98,33.43,12.86,2.76,0.0
20200304:1110,692.66,856.91,39.79,13.87,2.9,0.0
20200304:1210,561.68,690.78,42.87,14.98,2.9,0.0
20200304:1310,785.25,993.79,42.02,15.96,2.97,0.0
20200304:1410,674.1,841.3,37.44,16.6,3.03,0.0
20200304:1510,526.86,649.92,30.0,16.93,2.9,0.0
20200304:1610,378.06,470.2,20.67,16.72,2.69,0.0
20200304:1710,96.79,140.5,10.2,16.17,2.28,0.0
20200304:1810,0.0,0.0,0.0,14.72,1.59,0.0
20200304:1910,0.0,0.0,0.0,13.34,1.52,0.0
20200304:2010,0.0,0.0,0.0,12.12,1.72,0.0
20200304:2110,0.0,0.0,0.0,10.7,1.86,0.0
20200304:2210,0.0,0.0,0.0,9.84,1.86,0.0
20200304:2310,0.0,0.0,0.0,9.34,1.86,0.0
20200305:0010,0.0,0.0,0.0,8.73,1.93,0.0
20200305:0110,0.0,0.0,0.0,8.78,1.93,0.0
20200305:0210,0.0,0.0,0.0,8.68,2.07,0.0
20200305:0310,0.0,0.0,0.0,8.81,2.14,0.0
20200305:0410,0.0,0.0,0.0,8.92,2.41,0.0
20200305:0510,0.0,0.0,0.0,9.04,2.83,0.0
20200305:0610,0.0,0.0,0.0,9.05,3.45,0.0
20200305:0710,0.71,7.43,4.14,9.53,3.79,0.0
20200305:0810,55.58,80.94,15.05,9.78,4.21,0.0
20200305:0910,33.12,53.87,25.13,10.24,4.97,0.0
20200305:1010,204.14,249.96,33.79,10.43,5.79,0.0
20200305:1110,135.03,172.77,40.17,10.75,5.17,0.0
20200305:1210,757.73,919.59,43.26,12.29,4.76,0.0
20200305:1310,834.46,1024.05,42.39,13.72,5.03,0.0
20200305:1410,735.49,890.2,37.77,14.94,6.14,0.0
20200305:1510,552.04,661.88,30.28,15.05,6.0,0.0
20200305:1610,372.35,452.34,20.92,14.29,5.17,0.0
20200305:1710,133.9,188.39,10.42,13.57,4.69,0.0
20200305:1810,0.0,0.0,0.0,12.27,3.79,0.0
20200305:1910,0.0,0.0,0.0,11.22,3.38,0.0
20200305:2010,0.0,0.0,0.0,10.12,3.31,0.0
20200305:2110,0.0,0.0,0.0,9.47,3.38,0.0
20200305:2210,0.0,0.0,0.0,8.62,3.31,0.0
20200305:2310,0.0,0.0,0.0,7.97,3.38,0.0
20200306:0010,0.0,0.0,0.0,7.3,3.31,0.0
20200306:0110,0.0,0.0,0.0,6.6,3.03,0.0
20200306:0210,0.0,0.0,0.0,6.17,2.97,0.0
20200306:0310,0.0,0.0,0.0,5.73,2.97,0.0
20200306:0410,0.0,0.0,0.0,5.47,3.17,0.0
20200306:0510,0.0,0.0,0.0,5.52,3.52,0.0
20200306:0610,0.0,0.0,0.0,5.81,3.86,0.0
20200306:0710,21.91,42.68,4.44,6.13,3.72,0.0
20200306:0810,321.48,384.67,15.36,6.41,3.66,0.0
20200306:0910,414.97,481.4,25.47,6.97,4.97,0.0
20200306:1010,210.54,254.44,34.15,7.94,5.79,0.0
20200306:1110,221.29,267.6,40.55,8.97,6.69,0.0
20200306:1210,117.07,151.41,43.65,9.68,6.76,0.0
20200306:1310,474.07,556.54,42.76,10.12,6.41,0.0
20200306:1410,574.53,674.74,38.09,10.74,6.62,0.0
20200306:1510,552.92,648.65,30.57,10.68,6.28,0.0
20200306:1610,406.04,482.62,21.17,10.58,6.21,0.0
20200306:1710,165.45,228.18,10.65,9.85,5.24,0.0
20200306:1810,0.0,0.0,0.0,8.98,3.93,0.0
20200306:1910,0.0,0.0,0.0,8.65,2.97,0.0
20200306:2010,0.0,0.0,0.0,7.73,2.62,0.0
20200306:2110,0.0,0.0,0.0,6.97,2.34,0.0
20200306:2210,0.0,0.0,0.0,6.55,2.21,0.0
20200306:2310,0.0,0.0,0.0,5.72,2.0,0.0
20200307:0010,0.0,0.0,0.0,5.16,1.93,0.0
20200307:0110,0.0,0.0,0.0,4.58,2.0,0.0
20200307:0210,0.0,0.0,0.0,4.04,1.86,0.0
20200307:0310,0.0,0.0,0.0,3.32,1.59,0.0
20200307:0410,0.0,0.0,0.0,2.85,1.38,0.0
20200307:0510,0.0,0.0,0.0,2.09,1.45,0.0
20200307:0610,0.0,0.0,0.0,1.89,1.38,0.0
20200307:0710,14.3,29.67,4.74,1.75,1.45,0.0
20200307:0810,233.92,283.04,15.68,4.24,1.03,0.0
20200307:0910,380.3,450.54,25.8,7.21,1.59,0.0
20200307:1010,574.8,687.0,34.51,9.09,2.55,0.0
20200307:1110,694.95,843.45,40.94,10.84,3.24,0.0
20200307:1210,658.32,804.45,44.04,12.48,3.17,0.0
20200307:1310,766.88,961.62,43.13,13.3,2.48,0.0
20200307:1410,708.31,888.02,38.42,14.14,2.07,0.0
20200307:1510,570.29,705.15,30.85,14.69,1.93,0.0
20200307:1610,377.42,467.73,21.42,14.66,1.79,0.0
20200307:1710,148.96,211.0,10.87,14.26,1.72,0.0
20200307:1810,0.0,0.0,0.0,13.16,1.31,0.0
20200307:1910,0.0,0.0,0.0,11.09,1.1,0.0
20200307:2010,0.0,0.0,0.0,9.16,1.24,0.0
20200307:2110,0.0,0.0,0.0,7.22,1.38,0.0
20200307:2210,0.0,0.0,0.0,5.82,1.45,0.0
20200307:2310,0.0,0.0,0.0,4.47,1.59,0.0
20200308:0010,0.0,0.0,0.0,3.3,1.59,0.0
20200308:0110,0.0,0.0,0.0,2.48,1.45,0.0
20200308:0210,0.0,0.0,0.0,1.91,1.45,0.0
20200308:0310,0.0,0.0,0.0,1.5,1.38,0.0
20200308:0410,0.0,0.0,0.0,1.27,1.24,0.0
20200308:0510,0.0,0.0,0.0,0.88,1.31,0.0
20200308:0610,0.0,0.0,0.0,0.45,1.31,0.0
20200308:0710,63.25,102.01,5.04,-0.36,1.38,0.0
20200308:0810,331.26,396.35,15.99,2.73,0.62,0.0
20200308:0910,489.95,597.61,26.14,8.23,0.07,0.0
20200308:1010,679.48,853.72,34.88,10.98,0.76,0.0
20200308:1110,769.78,984.52,41.33,13.18,1.38,0.0
20200308:1210,191.09,242.83,44.43,15.07,2.07,0.0
20200308:1310,252.69,316.92,43.5,16.55,2.41,0.0
20200308:1410,61.66,91.03,38.75,17.53,2.62,0.0
20200308:1510,109.01,147.69,31.14,17.47,2.83,0.0
20200308:1610,140.21,183.95,21.67,16.76,2.76,0.0
20200308:1710,50.28,77.75,11.1,16.09,2.48,0.0
20200308:1810,0.0,0.0,0.0,14.35,2.21,0.0
20200308:1910,0.0,0.0,0.0,12.23,2.14,0.0
20200308:2010,0.0,0.0,0.0,11.03,2.14,0.0
20200308:2110,0.0,0.0,0.0,9.89,2.34,0.0
20200308:2210,0.0,0.0,0.0,9.01,2.41,0.0
20200308:2310,0.0,0.0,0.0,8.14,2.28,0.0
20200309:0010,0.0,0.0,0.0,7.46,2.14,0.0
20200309:0110,0.0,0.0,0.0,6.85,1.79,0.0
20200309:0210,0.0,0.0,0.0,6.41,1.59,0.0
20200309:0310,0.0,0.0,0.0,5.65,1.45,0.0
20200309:0410,0.0,0.0,0.0,5.26,1.45,0.0
20200309:0510,0.0,0.0,0.0,4.96,1.38,0.0
20200309:0610,0.0,0.0,0.0,4.47,1.45,0.0
20200309:0710,30.54,54.26,5.35,5.3,1.38,0.0
20200309:0810,253.96,308.12,16.31,6.32,1.52,0.0
20200309:0910,397.06,470.29,26.48,8.88,2.69,0.0
20200309:1010,634.95,764.42,35.24,10.25,2.9,0.0
20200309:1110,766.03,943.48,41.72,11.8,3.1,0.0
20200309:1210,793.77,990.21,44.83,13.23,3.1,0.0
20200309:1310,806.86,1013.98,43.87,14.48,3.1,0.0
20200309:1410,727.18,906.85,39.08,15.34,3.03,0.0
20200309:1510,585.23,719.92,31.42,15.73,2.97,0.0
20200309:1610,360.74,445.76,21.91,15.63,2.9,0.0
20200309:1710,158.31,224.77,11.32,14.99,2.55,0.0
20200309:1810,0.0,0.0,0.0,13.71,2.07,0.0
20200309:1910,0.0,0.0,0.0,12.46,1.86,0.0
20200309:2010,0.0,0.0,0.0,10.51,1.52,0.0
20200309:2110,0.0,0.0,0.0,9.94,1.17,0.0
20200309:2210,0.0,0.0,0.0,10.48,0.76,0.0
20200309:2310,0.0,0.0,0.0,9.52,0.76,0.0
20200310:0010,0.0,0.0,0.0,7.97,1.1,0.0
20200310:0110,0.0,0.0,0.0,5.93,1.52,0.0
20200310:0210,0.0,0.0,0.0,4.76,1.66,0.0
20200310:0310,0.0,0.0,0.0,4.06,1.59,0.0
20200310:0410,0.0,0.0,0.0,3.62,1.52,0.0
20200310:0510,0.0,0.0,0.0,3.39,1.45,0.0
20200310:0610,0.0,0.0,0.0,3.15,1.38,0.0
20200310:0710,10.96,24.15,5.66,4.03,1.45,0.0
20200310:0810,109.65,142.63,16.63,6.67,0.97,0.0
20200310:0910,460.56,563.85,26.82,11.13,0.55,0.0
20200310:1010,630.33,808.61,35.61,14.0,0.21,0.0
20200310:1110,737.92,977.08,42.11,16.34,0.48,0.0
20200310:1210,759.88,1010.37,45.22,18.26,0.97,0.0
20200310:1310,753.71,995.4,44.24,19.8,1.52,0.0
20200310:1410,693.96,902.64,39.41,20.93,1.93,0.0
20200310:1510,561.78,716.2,31.7,21.67,2.28,0.0
20200310:1610,379.15,483.92,22.16,21.85,2.55,0.0
20200310:1710,148.67,217.16,11.54,21.19,2.55,0.0
20200310:1810,0.0,0.0,0.0,18.98,2.34,0.0
20200310:1910,0.0,0.0,0.0,16.91,2.07,0.0
20200310:2010,0.0,0.0,0.0,14.75,1.66,0.0
20200310:2110,0.0,0.0,0.0,13.03,1.38,0.0
20200310:2210,0.0,0.0,0.0,11.84,1.24,0.0
20200310:2310,0.0,0.0,0.0,10.13,1.45,0.0
20200311:0010,0.0,0.0,0.0,8.85,1.59,0.0
20200311:0110,0.0,0.0,0.0,7.94,1.52,0.0
20200311:0210,0.0,0.0,0.0,7.25,1.45,0.0
20200311:0310,0.0,0.0,0.0,6.63,1.45,0.0
20200311:0410,0.0,0.0,0.0,6.09,1.45,0.0
20200311:0510,0.0,0.0,0.0,5.71,1.45,0.0
20200311:0610,0.0,0.0,0.0,5.39,1.52,0.0
20200311:0710,80.2,125.09,5.96,4.96,1.45,0.0
20200311:0810,324.38,398.85,16.95,8.98,0.69,0.0
20200311:0910,533.5,671.09,27.16,14.48,0.41,0.0
20200311:1010,660.22,859.69,35.98,17.25,0.55,0.0
20200311:1110,739.93,983.0,42.5,19.47,1.03,0.0
20200311:1210,774.14,1038.23,45.62,21.37,1.45,0.0
20200311:1310,758.62,1014.09,44.61,22.85,1.79,0.0
20200311:1410,630.17,823.57,39.73,23.81,2.07,0.0
20200311:1510,346.76,444.29,31.98,24.23,2.28,0.0
20200311:1610,283.65,367.21,22.4,24.09,2.48,0.0
20200311:1710,100.72,149.47,11.76,23.24,2.14,0.0
20200311:1810,0.0,0.0,0.0,21.14,1.93,0.0
20200311:1910,0.0,0.0,0.0,19.05,1.72,0.0
20200311:2010,0.0,0.0,0.0,17.92,1.24,0.0
20200311:2110,0.0,0.0,0.0,18.68,0.76,0.0
20200311:2210,0.0,0.0,0.0,17.72,0.76,0.0
20200311:2310,0.0,0.0,0.0,16.36,1.03,0.0
20200312:0010,0.0,0.0,0.0,14.53,1.31,0.0
20200312:0110,0.0,0.0,0.0,12.71,1.66,0.0
20200312:0210,0.0,0.0,0.0,11.36,1.86,0.0
20200312:0310,0.0,0.0,0.0,10.6,1.93,0.0
20200312:0410,0.0,0.0,0.0,10.26,1.93,0.0
20200312:0510,0.0,0.0,0.0,9.7,2.0,0.0
20200312:0610,0.0,0.0,0.0,9.25,2.0,0.0
20200312:0710,14.66,30.18,6.27,8.66,1.93,0.0
20200312:0810,187.02,236.97,17.28,12.27,1.03,0.0
20200312:0910,197.86,253.81,27.51,17.02,0.41,0.0
20200312:1010,418.48,534.83,36.35,19.64,0.41,0.0
20200312:1110,534.97,692.1,42.89,21.56,1.24,0.0
20200312:1210,525.47,679.99,46.02,23.04,1.79,0.0
20200312:1310,579.04,751.44,44.99,24.05,2.41,0.0
20200312:1410,320.67,411.42,40.06,24.55,3.03,0.0
20200312:1510,288.75,370.4,32.26,24.54,3.38,0.0
20200312:1610,145.56,196.15,22.65,24.04,3.45,0.0
20200312:1710,102.43,151.39,11.98,23.13,2.69,0.0
20200312:1810,0.0,0.0,0.0,21.18,1.86,0.0
20200312:1910,0.0,0.0,0.0,18.76,1.79,0.0
20200312:2010,0.0,0.0,0.0,16.54,1.72,0.0
20200312:2110,0.0,0.0,0.0,15.22,1.66,0.0
20200312:2210,0.0,0.0,0.0,14.56,1.38,0.0
20200312:2310,0.0,0.0,0.0,13.44,1.31,0.0
20200313:0010,0.0,0.0,0.0,12.56,1.31,0.0
20200313:0110,0.0,0.0,0.0,10.57,1.66,0.0
20200313:0210,0.0,0.0,0.0,9.47,1.66,0.0
20200313:0310,0.0,0.0,0.0,9.05,1.93,0.0
20200313:0410,0.0,0.0,0.0,9.07,2.28,0.0
20200313:0510,0.0,0.0,0.0,9.18,2.48,0.0
20200313:0610,0.0,0.0,0.0,9.23,2.48,0.0
20200313:0710,17.3,33.82,6.58,9.35,2.34,0.0
20200313:0810,337.24,413.96,17.6,11.4,2.34,0.0
20200313:0910,544.37,664.32,27.85,14.1,2.62,0.0
